text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
lmtqn),"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 0",p02,verb C,,,,"to establish, to fix, ordain",to prepare,to act properly,to agree to conditions,למתקנא,tqn,preposition with pronominal suffix | verb (h)aphel,"to establish, to fix, ordain | to prepare | to act properly | to agree to conditions"
lwN,"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 1",p02,,,,,,,,,לון,l_,preposition with pronominal suffix,
spryN,"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 2",noun pl. absolute,,,,,scribe,,,,ספרין,spr#2,noun pl. absolute,scribe
wmtnyynyN,"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 3",N,c,,,,teacher of the oral tradition,"and, also",,,ומתניינין,w_,noun | conjunction,"teacher of the oral tradition | and, also"
(lwN,"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 4",verb G,,,,,to enter,w.,:  to have sexual relations with,"+ in years, days : to be advanced in age",עלון,(ll,verb peal,"to enter | w. | :  to have sexual relations with | + in years, days : to be advanced in age"
lxd,"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 5",p03,n01 C,,,,one,,,,לחד,xd,preposition proclitic | numeral singular absolute or construct (h)aphel,one
)tr,"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 6",noun sg. abs. or construct,,,,,place,,,,אתר,)tr,noun sg. abs. or construct,place
wl),"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 7",a01 C,c,,,,"no, not","and, also",,,ולא,w_,a01 (h)aphel | conjunction,"no, not | and, also"
)$kxwN,"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 8",verb G,,,,,to find,"w. infinitive : to be able to, capable of",impersonal,"‏ : it may well be, it is possible",אשכחון,$kx,verb peal,"to find | w. infinitive : to be able to, capable of | impersonal | ‏ : it may well be, it is possible"
l),"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 9",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not"
spr,"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 10",noun sg. abs. or construct,,,,,scribe,,,,ספר,spr#2,noun sg. abs. or construct,scribe
wl),"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 11",a01 C,c,,,,"no, not","and, also",,,ולא,w_,a01 (h)aphel | conjunction,"no, not | and, also"
mtnyyN,"Masekhet: 5330022, Page: 76, Side: c, Line: 28, Word: 12",noun pl. absolute,,,,,tannaitic tradition,,,,מתניין,mtny,noun pl. absolute,tannaitic tradition
)mrwN,"Masekhet: 5330022, Page: 76, Side: c, Line: 29, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרון,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lwN,"Masekhet: 5330022, Page: 76, Side: c, Line: 29, Word: 1",p02,,,,,,,,,לון,l_,preposition with pronominal suffix,
)yytwN,"Masekhet: 5330022, Page: 76, Side: c, Line: 29, Word: 2",verb C,,,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,אייתון,)ty,verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
lN,"Masekhet: 5330022, Page: 76, Side: c, Line: 29, Word: 3",p02,,,,,,,,,לן,l_,preposition with pronominal suffix,
nTwry,"Masekhet: 5330022, Page: 76, Side: c, Line: 29, Word: 4",noun pl. construct,,,,,guard,,,,נטורי,nTwr,noun pl. construct,guard
qrt),"Masekhet: 5330022, Page: 76, Side: c, Line: 29, Word: 5",N,,,,,"city, town; village",,,,קרתא,qryyh qryyh noun sg. emphatic,noun,"city, town; village"
