text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
hwh,"Masekhet: 5330008, Page: 52, Side: c, Line: 23, Word: 5",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
ly,"Masekhet: 5330008, Page: 52, Side: c, Line: 23, Word: 6",p01,,,,,,,,,לי,l_,preposition independent,
m$x,"Masekhet: 5330008, Page: 52, Side: c, Line: 23, Word: 7",noun sg. abs. or construct,,,,,oil,,,,משח,m$x,noun sg. abs. or construct,oil
hwyn),"Masekhet: 5330008, Page: 52, Side: c, Line: 23, Word: 8",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוינא,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
mytN,"Masekhet: 5330008, Page: 52, Side: c, Line: 23, Word: 9",verb G,,,,,to give,":  to sell for, exchange for",to place,+ : to negotiate,מיתן,ntn,verb peal,"to give | :  to sell for, exchange for | to place | + : to negotiate"
lK,"Masekhet: 5330008, Page: 52, Side: c, Line: 23, Word: 10",p01,,,,,,,,,לך,l_,preposition independent,
{kgwN}<bgyN>#01#,"Masekhet: 5330008, Page: 52, Side: c, Line: 33, Word: 0",p01 C,,,,,because of,,,,בגין,bgyn,preposition independent (h)aphel,because of
{ny}<m>tny,"Masekhet: 5330008, Page: 52, Side: c, Line: 33, Word: 1",verb G,,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,מתני,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
dbtrh,"Masekhet: 5330008, Page: 52, Side: c, Line: 33, Word: 2",noun sg. emphatic,,,,,the next one,,,,דבתרה,dbtr_,noun sg. emphatic,the next one
hwy,"Masekhet: 5330008, Page: 52, Side: c, Line: 42, Word: 0",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
cwrk),"Masekhet: 5330008, Page: 52, Side: c, Line: 42, Word: 1",N,,,,,need,,,,צורכא,cwrk cwrk noun sg. emphatic,noun,need
lhhy),"Masekhet: 5330008, Page: 52, Side: c, Line: 42, Word: 2",P01 C,p03,,,,that one (f.),,,,לההיא,l_,preposition independent (h)aphel | preposition proclitic,that one (f.)
d)m',"Masekhet: 5330008, Page: 52, Side: c, Line: 42, Word: 3",verb G,c,,,,to say,to command,to think,idiomatic and special usages:,דאמ',d_ d_ c,verb peal | conjunction,to say | to command | to think | idiomatic and special usages:
r',"Masekhet: 5330008, Page: 52, Side: c, Line: 42, Word: 4",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
