text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
bnyyh,"Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 10",PN Personal name,,,,,,,,,בנייה,bnyyh,proper name Personal name,
""")py'","Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 11",No data,,,,,,,,,אפי',None,No data,
"mmzr""","Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 12",No data,,,,,,,,,ממזר,None,No data,
"""tlmyd","Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 0",No data,,,,,,,,,תלמיד,None,No data,
xkM,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 1",No data,,,,,,,,,חכם,None,No data,
wkhN,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 2",No data,,,,,,,,,וכהן,None,No data,
gdwl,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 3",No data,,,,,,,,,גדול,None,No data,
(M,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 4",No data,,,,,,,,,עם,None,No data,
h)rC,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 5",No data,,,,,,,,,הארץ,None,No data,
mmzr,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 6",No data,,,,,,,,,ממזר,None,No data,
tlmyd,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 7",No data,,,,,,,,,תלמיד,None,No data,
xkM,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 8",No data,,,,,,,,,חכם,None,No data,
qwdM,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 9",No data,,,,,,,,,קודם,None,No data,
lkhN,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 10",No data,,,,,,,,,לכהן,None,No data,
gdwl,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 11",No data,,,,,,,,,גדול,None,No data,
(M,"Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 12",No data,,,,,,,,,עם,None,No data,
"h)rC""","Masekhet: 5330038, Page: 48, Side: c, Line: 49, Word: 13",No data,,,,,,,,,הארץ,None,No data,
