text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
dmlk),"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 0",c,noun sg. emphatic,,,,king,,,,דמלכא,mlk,conjunction | noun sg. emphatic,king
b(y,"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 1",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
my(bd,"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 2",verb G,,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,מיעבד,(bd,verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
kN,"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 3",a01 C,,,,,"thus, so",,,,כן,kn,a01 (h)aphel,"thus, so"
wl),"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 4",a01 C,c,,,,"no, not","and, also",,,ולא,w_,a01 (h)aphel | conjunction,"no, not | and, also"
(wd,"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 5",a01 C,,,,,still; again,,,,עוד,(wd,a01 (h)aphel,still; again
)l),"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 6",c,,,,,but rather,,,,אלא,)l),conjunction,but rather
)ynwN,"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 7",R,,,,,they,,,,אינון,hynwn hynwn P01 C,R,they
(bdwN,"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 8",verb G,,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,עבדון,(bd,verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
xd,"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 9",n01 C,,,,,one,,,,חד,xd,numeral singular absolute or construct (h)aphel,one
wdyN,"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 10",R,c,,,,this one,"and, also",,,ודין,w_,R | conjunction,"this one | and, also"
(bd,"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 11",verb G,,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,עבד,(bd,verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
tryN,"Masekhet: 5330037, Page: 39, Side: b, Line: 14, Word: 12",b,,,,,two,,,,תרין,tryyn tryyn n01 C,b,two
)m',"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 0",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
)n),"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 1",P01 C,,,,,I,,,,אנא,)nh,preposition independent (h)aphel,I
mytb(y,"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 2",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,מיתבעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
myqry,"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 3",verb G,,,,,to call,to read,to cry out,"to proclaim, to declare",מיקרי,qry,verb peal,"to call | to read | to cry out | to proclaim, to declare"
q{)}<d>yM,"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 4",verb G,,,,,"to come before in time, precede","to do beforehand, to do something first",to approach,,קדים,qdm,verb peal,"to come before in time, precede | to do beforehand, to do something first | to approach"
)n),"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 5",P01 C,,,,,I,,,,אנא,)nh,preposition independent (h)aphel,I
w)ynwN,"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 6",R,c,,,,they,"and, also",,,ואינון,w_,R | conjunction,"they | and, also"
)mryN,"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 7",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרין,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
mlk),"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 8",noun sg. emphatic,,,,,king,,,,מלכא,mlk,noun sg. emphatic,king
d)tr),"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 9",noun sg. emphatic,p,,,,place,,,,דאתרא,d_ d_ p,noun sg. emphatic | preposition,place
qdM,"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 10",verb G,,,,,"to come before in time, precede","to do beforehand, to do something first",to approach,,קדם,qdm,verb peal,"to come before in time, precede | to do beforehand, to do something first | to approach"
w)yN,"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 11",c,c,,,,if,"and, also",,,ואין,w_,conjunction | conjunction,"if | and, also"
{m}<n>yqry,"Masekhet: 5330037, Page: 39, Side: b, Line: 19, Word: 12",verb G,,,,,to call,to read,to cry out,"to proclaim, to declare",ניקרי,qry,verb peal,"to call | to read | to cry out | to proclaim, to declare"
tynyyN,"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 0",A,,,,,second; repetition,,,,תיניין,tnyyn tnyyn A01,adjective,second; repetition
gn)y,"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 1",N,,,,,"disgrace, shame",,,,גנאי,gnyy gnyy noun sg. abs. or construct,noun,"disgrace, shame"
hw),"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 2",P01 C,,,,,he,,,,הוא,hw),preposition independent (h)aphel,he
ly,"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 3",p02 C,,,,,,,,,לי,l_,preposition with pronominal suffix (h)aphel,
w)yN,"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 4",c,c,,,,if,"and, also",,,ואין,w_,conjunction | conjunction,"if | and, also"
l),"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 5",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not"
nyqry,"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 6",verb G,,,,,to call,to read,to cry out,"to proclaim, to declare",ניקרי,qry,verb peal,"to call | to read | to cry out | to proclaim, to declare"
byzywN,"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 7",noun sg. abs. or construct,,,,,disgrace,,,,ביזיון,bzywn,noun sg. abs. or construct,disgrace
hw),"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 8",P01 C,,,,,he,,,,הוא,hw),preposition independent (h)aphel,he
ly,"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 9",p02 C,,,,,,,,,לי,l_,preposition with pronominal suffix (h)aphel,
w)yN,"Masekhet: 5330037, Page: 39, Side: b, Line: 20, Word: 10",c,c,,,,if,"and, also",,,ואין,w_,conjunction | conjunction,"if | and, also"
