text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
"""wkl","Masekhet: 5330007, Page: 48, Side: d, Line: 60, Word: 0",No data,,,,,,,,,וכל,None,No data,
"hlbnyM""","Masekhet: 5330007, Page: 48, Side: d, Line: 60, Word: 1",No data,,,,,,,,,הלבנים,None,No data,
kgwN,"Masekhet: 5330007, Page: 48, Side: d, Line: 60, Word: 2",p01 C,,,,,"like, as",,,,כגון,kgwn,preposition independent (h)aphel,"like, as"
)ylyN,"Masekhet: 5330007, Page: 48, Side: d, Line: 60, Word: 3",R,,,,,these (m. and f.),,,,אילין,)ylyyn )ylyyn P01 C,R,these (m. and f.)
mrpyyth,"Masekhet: 5330007, Page: 48, Side: d, Line: 60, Word: 4",N,,,,,medlar,,,,מרפייתה,mrpy mrpy noun pl. emphatic,noun,medlar
)t),"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 0",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,אתא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
(wbd),"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 1",noun sg. emphatic,,,,,"act, deed",,,,עובדא,(wbd,noun sg. emphatic,"act, deed"
qwmy,"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 2",p01 C,,,,,before,,,,קומי,qwmy,preposition independent (h)aphel,before
r',"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 3",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
xnynh,"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 4",PN Personal name,,,,,,,,,חנינה,xnynh,proper name Personal name,
wb(),"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 5",verb G,c,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,ובעא,w_,verb peal | conjunction,"to seek, look for | to ask a question | to wish for something, want, request | to require"
lmy(bd,"Masekhet: 5330007, Page: 48, Side: d, Line: 62, Word: 6",verb G,p02,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,למיעבד,l_,verb peal | preposition with pronominal suffix,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
