text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
dr',"Masekhet: 5330032, Page: 08, Side: a, Line: 37, Word: 3",p,N,,,,chief; teacher,,,,דר',rby#2 rby#2 noun sg. abs. or construct,preposition | noun,chief; teacher
hw$(yh,"Masekhet: 5330032, Page: 08, Side: a, Line: 37, Word: 4",PN Personal name,,,,,,,,,הושעיה,hw$(yh,proper name Personal name,
"""(ygwly","Masekhet: 5330032, Page: 08, Side: b, Line: 48, Word: 0",No data,,,,,,,,,עיגולי,None,No data,
dbylh,"Masekhet: 5330032, Page: 08, Side: b, Line: 48, Word: 1",No data,,,,,,,,,דבילה,None,No data,
hd),"Masekhet: 5330032, Page: 08, Side: b, Line: 48, Word: 2",No data,,,,,,,,,הדא,None,No data,
"dtym'""","Masekhet: 5330032, Page: 08, Side: b, Line: 48, Word: 3",No data,,,,,,,,,דתימ',None,No data,
b)ylyN,"Masekhet: 5330032, Page: 08, Side: b, Line: 48, Word: 4",R,p02,,,,these (m. and f.),"in, with",,,באילין,b_,R | preposition with pronominal suffix,"these (m. and f.) | in, with"
(ygwlyy),"Masekhet: 5330032, Page: 08, Side: b, Line: 48, Word: 5",N,,,,,circle,,,,עיגולייא,(ygwl (ygwl noun pl. emphatic,noun,circle
rbrby),"Masekhet: 5330032, Page: 08, Side: b, Line: 48, Word: 6",A05,,,,,"great, big",,,,רברביא,rb,adjective plural determined,"great, big"
brM,"Masekhet: 5330032, Page: 08, Side: b, Line: 48, Word: 7",c,,,,,"but, however",,,,ברם,brm,conjunction,"but, however"
b)ylyN,"Masekhet: 5330032, Page: 08, Side: b, Line: 48, Word: 8",R,p02,,,,these (m. and f.),"in, with",,,באילין,b_,R | preposition with pronominal suffix,"these (m. and f.) | in, with"
z(yryy),"Masekhet: 5330032, Page: 08, Side: b, Line: 49, Word: 0",A05 C,,,,,small,,,,זעירייא,z(yr,adjective plural determined (h)aphel,small
d)tyyN,"Masekhet: 5330032, Page: 08, Side: b, Line: 49, Word: 1",verb G,c,,,,to come,to occur; w.,: to befall,to be fitting,דאתיין,d_ d_ c,verb peal | conjunction,to come | to occur; w. | : to befall | to be fitting
"""mbcrh","Masekhet: 5330032, Page: 08, Side: b, Line: 49, Word: 2",No data,,,,,,,,,מבצרה,None,No data,
xyyb,"Masekhet: 5330032, Page: 08, Side: b, Line: 49, Word: 3",No data,,,,,,,,,חייב,None,No data,
lhkryz,"Masekhet: 5330032, Page: 08, Side: b, Line: 49, Word: 4",No data,,,,,,,,,להכריז,None,No data,
m$wM,"Masekhet: 5330032, Page: 08, Side: b, Line: 49, Word: 5",No data,,,,,,,,,משום,None,No data,
symny,"Masekhet: 5330032, Page: 08, Side: b, Line: 49, Word: 6",No data,,,,,,,,,סימני,None,No data,
"mqwM""","Masekhet: 5330032, Page: 08, Side: b, Line: 49, Word: 7",No data,,,,,,,,,מקום,None,No data,
)mwryh,"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 0",noun sg. emphatic,,,,,speaker; Amora,,,,אמוריה,)mwr,noun sg. emphatic,speaker; Amora
dr',"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 1",p,N,,,,chief; teacher,,,,דר',rby#2 rby#2 noun sg. abs. or construct,preposition | noun,chief; teacher
ycxq,"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 2",PN Personal name,,,,,,,,,יצחק,ycxq,proper name Personal name,
br,"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 3",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son
Tblyy,"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 4",PN Personal name,,,,,,,,,טבליי,Tblyy,proper name Personal name,
)$kx,"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 5",verb G,,,,,to find,"w. infinitive : to be able to, capable of",impersonal,"‏ : it may well be, it is possible",אשכח,$kx,verb peal,"to find | w. infinitive : to be able to, capable of | impersonal | ‏ : it may well be, it is possible"
(zyl,"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 6",A,,,,,"spun, woven",,,,עזיל,(zyl (zyl noun sg. abs. or construct,adjective,"spun, woven"
kryK,"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 7",verb G,,,,,to go around,to wrap around,+,to eat a meal,כריך,krk,verb peal,to go around | to wrap around | + | to eat a meal
bmqTwrh,"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 8",p02,noun sg. emphatic,,,,"in, with",coat,,,במקטורה,mqTwr,preposition with pronominal suffix | noun sg. emphatic,"in, with | coat"
)t),"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 9",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,אתא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
gby,"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 10",p01 C,,,,,"at the side of, together with",,,,גבי,gb,preposition independent (h)aphel,"at the side of, together with"
r',"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 11",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
ycxq,"Masekhet: 5330032, Page: 08, Side: b, Line: 57, Word: 12",PN Personal name,,,,,,,,,יצחק,ycxq,proper name Personal name,
