text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
wth),"Masekhet: 5330012, Page: 02, Side: c, Line: 44, Word: 0",verb G,c,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,ותהא,w_,verb peal | conjunction,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
p$yT),"Masekhet: 5330012, Page: 02, Side: c, Line: 44, Word: 1",A01,,,,,simple,,,,פשיטא,p$yT,adjective singular absolute or construct,simple
lyh,"Masekhet: 5330012, Page: 02, Side: c, Line: 44, Word: 2",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,
"""$hw)","Masekhet: 5330012, Page: 02, Side: c, Line: 44, Word: 3",No data,,,,,,,,,שהוא,None,No data,
"pTwr""","Masekhet: 5330012, Page: 02, Side: c, Line: 44, Word: 4",No data,,,,,,,,,פטור,None,No data,
p$yT),"Masekhet: 5330012, Page: 02, Side: c, Line: 45, Word: 0",A01,,,,,simple,,,,פשיטא,p$yT,adjective singular absolute or construct,simple
lyh,"Masekhet: 5330012, Page: 02, Side: c, Line: 46, Word: 0",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,
lr',"Masekhet: 5330012, Page: 02, Side: c, Line: 46, Word: 1",p03,N,,,,chief; teacher,,,,לר',rby#2 rby#2 noun sg. abs. or construct,preposition proclitic | noun,chief; teacher
ywxnN...,"Masekhet: 5330012, Page: 02, Side: c, Line: 46, Word: 2",PN Personal name,,,,,,,,,יוחנן,ywxnN,proper name Personal name,
wmh,"Masekhet: 5330012, Page: 02, Side: c, Line: 46, Word: 3",P01 C,c,,,,what?,"and, also",,,ומה,w_,preposition independent (h)aphel | conjunction,"what? | and, also"
crykh,"Masekhet: 5330012, Page: 02, Side: c, Line: 46, Word: 4",A01 C,,,,,poor; needy,,,,צריכה,cryk,adjective singular absolute or construct (h)aphel,poor; needy
lyh,"Masekhet: 5330012, Page: 02, Side: c, Line: 46, Word: 5",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,
hwwN,"Masekhet: 5330012, Page: 02, Side: c, Line: 56, Word: 0",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוון,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
b(yy,"Masekhet: 5330012, Page: 02, Side: c, Line: 56, Word: 1",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעיי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
mymr,"Masekhet: 5330012, Page: 02, Side: c, Line: 56, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,מימר,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
xd,"Masekhet: 5330012, Page: 02, Side: d, Line: 21, Word: 0",n01 C,,,,,one,,,,חד,xd,numeral singular absolute or construct (h)aphel,one
ylyP,"Masekhet: 5330012, Page: 02, Side: d, Line: 21, Word: 1",V,,,,,,,,,יליף,ylp ylp verb G,V,
lh,"Masekhet: 5330012, Page: 02, Side: d, Line: 21, Word: 2",p02 C,,,,,,,,,לה,l_,preposition with pronominal suffix (h)aphel,
mN,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 0",p01,,,,,from,,,,מן,mn,preposition independent,from
""")rwN""","Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 1",No data,,,,,,,,,ארון,None,No data,
wxwrnh,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 2",P01 C,c,,,,other,"and, also",,,וחורנה,w_,preposition independent (h)aphel | conjunction,"other | and, also"
ylyP,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 3",V,,,,,,,,,יליף,ylp ylp verb G,V,
lh,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 4",p02 C,,,,,,,,,לה,l_,preposition with pronominal suffix (h)aphel,
mN,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 5",p01,,,,,from,,,,מן,mn,preposition independent,from
"""h(glwt""","Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 6",No data,,,,,,,,,העגלות,None,No data,
wl),"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 7",a01 C,c,,,,"no, not","and, also",,,ולא,w_,a01 (h)aphel | conjunction,"no, not | and, also"
yd(yN,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 8",verb G,,,,,to know,to cohabit with,idioms:,"_:  to be experienced in/with, acquainted with",ידעין,yd(,verb peal,"to know | to cohabit with | idioms: | _:  to be experienced in/with, acquainted with"
m)N,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 9",P02 C,,,,,who?,,,,מאן,mn,preposition with pronominal suffix (h)aphel,who?
ylyP,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 10",V,,,,,,,,,יליף,ylp ylp verb G,V,
lh,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 11",p02 C,,,,,,,,,לה,l_,preposition with pronominal suffix (h)aphel,
mN,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 12",p01,,,,,from,,,,מן,mn,preposition independent,from
""")rwN""","Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 13",No data,,,,,,,,,ארון,None,No data,
wm)N,"Masekhet: 5330012, Page: 02, Side: d, Line: 22, Word: 14",P01 C,c,,,,who?,"and, also",,,ומאן,w_,preposition independent (h)aphel | conjunction,"who? | and, also"
ylyP,"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 0",V,,,,,,,,,יליף,ylp ylp verb G,V,
lh,"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 1",p02 C,,,,,,,,,לה,l_,preposition with pronominal suffix (h)aphel,
mN,"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 2",p01,,,,,from,,,,מן,mn,preposition independent,from
"""(glwt""","Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 3",No data,,,,,,,,,עגלות,None,No data,
mstbr),"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 4",verb Gt,,,,,"to be reasonable, seem to be the case",to be considered,to have hope for,,מסתברא,sbr,verb ethpeel,"to be reasonable, seem to be the case | to be considered | to have hope for"
dbyt,"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 5",N,p,,,,house; structure; place,,,,דבית,d_ d_ p,noun | preposition,house; structure; place
r',"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 6",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
yn)y,"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 7",PN Personal name,,,,,,,,,ינאי,yn)y,proper name Personal name,
yl{y}pyN,"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 8",V,,,,,,,,,ילפין,ylp ylp verb G,V,
lh,"Masekhet: 5330012, Page: 02, Side: d, Line: 23, Word: 9",p02 C,,,,,,,,,לה,l_,preposition with pronominal suffix (h)aphel,
