text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
mynyhw;,"Masekhet: 71006, Page: 002, Side: 2, Line: 20, Word: 5",p02,,,,,from,,,,מיניהו;,mn,preposition with pronominal suffix,from
my,"Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 0",c,,,,,interrogative particle,,,,מי,my,conjunction,interrogative particle
)yk),"Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 1",a,,,,,there is here,,,,איכא,)yk),adverb,there is here
mydy,"Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 2",R,,,,,something,,,,מידי,mydy,R,something
"""d(yqr","Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 3",No data,,,,,,,,,דעיקר,None,No data,
"rgl""","Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 4",No data,,,,,,,,,רגל,None,No data,
l),"Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 5",a,,,,,"no, not",,,,לא,l),adverb,"no, not"
b(y,"Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 6",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
"""pry$h","Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 7",No data,,,,,,,,,פרישה,None,No data,
"wTpl""","Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 8",No data,,,,,,,,,וטפל,None,No data,
dydyh,"Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 9",P02,,,,,possessive particle,,,,דידיה,dyd_,preposition with pronominal suffix,possessive particle
b(y,"Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 10",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
"""pry$h"";","Masekhet: 71006, Page: 002, Side: 2, Line: 28, Word: 11",No data,,,,,,,,,פרישה;,None,No data,
l)pwqy,"Masekhet: 71006, Page: 003, Side: 1, Line: 07, Word: 0",p02,verb C,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""(crt","Masekhet: 71006, Page: 003, Side: 1, Line: 07, Word: 1",No data,,,,,,,,,עצרת,None,No data,
d$ny,"Masekhet: 71006, Page: 003, Side: 1, Line: 07, Word: 2",No data,,,,,,,,,דשני,None,No data,
")lyM""","Masekhet: 71006, Page: 003, Side: 1, Line: 07, Word: 3",No data,,,,,,,,,אלים,None,No data,
nynhw;,"Masekhet: 71006, Page: 003, Side: 1, Line: 07, Word: 4",P01,,,,,they (m.) are,,,,נינהו;,nynhw,preposition independent,they (m.) are
trwyhw,"Masekhet: 71006, Page: 003, Side: 1, Line: 15, Word: 0",n02,,,,,two,,,,תרויהו,try,numeral singular determined,two
"""lxwbt","Masekhet: 71006, Page: 003, Side: 1, Line: 15, Word: 1",No data,,,,,,,,,לחובת,None,No data,
"hywM""","Masekhet: 71006, Page: 003, Side: 1, Line: 15, Word: 2",No data,,,,,,,,,היום,None,No data,
nynhw;,"Masekhet: 71006, Page: 003, Side: 1, Line: 16, Word: 0",P01,,,,,they (m.) are,,,,נינהו;,nynhw,preposition independent,they (m.) are
l)pwqy,"Masekhet: 71006, Page: 003, Side: 1, Line: 18, Word: 0",p02,verb C,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""r)$","Masekhet: 71006, Page: 003, Side: 1, Line: 18, Word: 1",No data,,,,,,,,,ראש,None,No data,
h$nh,"Masekhet: 71006, Page: 003, Side: 1, Line: 18, Word: 2",No data,,,,,,,,,השנה,None,No data,
"dcbwr""","Masekhet: 71006, Page: 003, Side: 1, Line: 18, Word: 3",No data,,,,,,,,,דצבור,None,No data,
