text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
hk),"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 0",a,,,,,here,,,,הכא,hk),adverb,here
wd)y,"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 1",X,,,,,"in reality, certainly",,,,ודאי,wd)y,X,"in reality, certainly"
kywN,"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 2",c,,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
dtry,"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 3",p,n02,,,,"of, genitive particle",two,,,דתרי,try,preposition | numeral singular determined,"of, genitive particle | two"
)yswry,"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 4",noun pl. emphatic,,,,,prohibition,,,,איסורי,)yswr),noun pl. emphatic,prohibition
nynhw,"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 5",P01,,,,,they (m.) are,,,,נינהו,nynhw,preposition independent,they (m.) are
l),"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 6",a,,,,,"no, not",,,,לא,l),adverb,"no, not"
mcTrP;,"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 7",verb Dt,,,,,to be cleansed,to be joined together,,,מצטרף;,crp,verb ethpaal,to be cleansed | to be joined together
)w,"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 8",c,,,,,or,,,,או,)w,conjunction,or
dlm);,"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 9",c,,,,,"lest, perhaps",,,,דלמא;,dylm),conjunction,"lest, perhaps"
kywN,"Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 10",c,,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
"""d)yswrN""","Masekhet: 71027, Page: 003, Side: 1, Line: 44, Word: 11",No data,,,,,,,,,דאיסורן,None,No data,
"""$wh","Masekhet: 71027, Page: 003, Side: 1, Line: 45, Word: 0",No data,,,,,,,,,שוה,None,No data,
wqrbnN,"Masekhet: 71027, Page: 003, Side: 1, Line: 45, Word: 1",No data,,,,,,,,,וקרבנן,None,No data,
