text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
m)y,"Masekhet: 71036, Page: 027, Side: 1, Line: 21, Word: 3",P01,,,,,m?y,,,,what,,,,מאי,m)y,preposition independent,what
$n),"Masekhet: 71036, Page: 027, Side: 1, Line: 21, Word: 4",verb G,,,,,?ny,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
"""hr","Masekhet: 71036, Page: 027, Side: 1, Line: 27, Word: 0",No data,,,,,,,,,,,,,הר,None,No data,
hbyt","Masekhet: 71036, Page: 027, Side: 1, Line: 27, Word: 1",No data,,,,,,,,,,,,,הבית,None,No data,
d(bdynN,"Masekhet: 71036, Page: 027, Side: 1, Line: 27, Word: 2",c,verb G,,,,dy,?bd,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,דעבדינן,(bd,conjunction | verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
"""mtwkw"";","Masekhet: 71036, Page: 027, Side: 1, Line: 27, Word: 3",No data,,,,,,,,,,,,,מתוכו;,None,No data,
wm)y,"Masekhet: 71036, Page: 027, Side: 1, Line: 27, Word: 4",c,P01,,,,w_,m?y,,,"and, also",what,,,ומאי,m)y,conjunction | preposition independent,"and, also | what"
$n),"Masekhet: 71036, Page: 027, Side: 1, Line: 27, Word: 5",verb G,,,,,?ny,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
"""(zrh""","Masekhet: 71036, Page: 027, Side: 1, Line: 27, Word: 6",No data,,,,,,,,,,,,,עזרה,None,No data,
d(bdyn',"Masekhet: 71036, Page: 027, Side: 1, Line: 28, Word: 0",c,verb G,,,,dy,?bd,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,דעבדינ',(bd,conjunction | verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
"""mbxwC"";","Masekhet: 71036, Page: 027, Side: 1, Line: 28, Word: 1",No data,,,,,,,,,,,,,מבחוץ;,None,No data,
)mry,"Masekhet: 71036, Page: 027, Side: 1, Line: 28, Word: 2",verb G,,,,,?mr,,,,to say,to command,to think,idiomatic and special usages:,אמרי,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
"""hr","Masekhet: 71036, Page: 027, Side: 1, Line: 28, Word: 3",No data,,,,,,,,,,,,,הר,None,No data,
hbyt","Masekhet: 71036, Page: 027, Side: 1, Line: 28, Word: 4",No data,,,,,,,,,,,,,הבית,None,No data,
d)y,"Masekhet: 71036, Page: 027, Side: 1, Line: 28, Word: 5",c,c,,,,dy,?y,,,"who,which (relative)","if, whether",,,דאי,)y,conjunction | conjunction,"who,which (relative) | if, whether"
tmh,"Masekhet: 71036, Page: 027, Side: 1, Line: 28, Word: 6",verb G,,,,,tmh,,,,"to wonder at, be amazed",to stand still in amazement,,,תמה,tmh,verb peal,"to wonder at, be amazed | to stand still in amazement"
wb(y,"Masekhet: 71036, Page: 027, Side: 1, Line: 29, Word: 0",c,verb G,,,,w_,b?y,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,ובעי,b(y,conjunction | verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
mytb,"Masekhet: 71036, Page: 027, Side: 1, Line: 29, Word: 1",verb G,,,,,ytb,,,,to sit,to dwell,to settle down,to be inhabited,מיתב,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
mcy,"Masekhet: 71036, Page: 027, Side: 1, Line: 29, Word: 2",A01,,,,,m?y,,,,"able, capable",,,,מצי,mcy,adjective singular absolute or construct,"able, capable"
ytyb;,"Masekhet: 71036, Page: 027, Side: 1, Line: 29, Word: 3",verb G,,,,,ytb,,,,to sit,to dwell,to settle down,to be inhabited,יתיב;,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
d)mryn',"Masekhet: 71036, Page: 027, Side: 1, Line: 29, Word: 4",c,verb G,,,,dy,?mr,,,to say,to command,to think,idiomatic and special usages:,דאמרינ',)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
"""mtwkw;","Masekhet: 71036, Page: 027, Side: 1, Line: 29, Word: 5",No data,,,,,,,,,,,,,מתוכו;,None,No data,
(zrh","Masekhet: 71036, Page: 027, Side: 1, Line: 29, Word: 6",No data,,,,,,,,,,,,,עזרה,None,No data,
d)y,"Masekhet: 71036, Page: 027, Side: 1, Line: 29, Word: 7",c,c,,,,dy,?y,,,"who,which (relative)","if, whether",,,דאי,)y,conjunction | conjunction,"who,which (relative) | if, whether"
tmh,"Masekhet: 71036, Page: 027, Side: 1, Line: 30, Word: 0",verb G,,,,,tmh,,,,"to wonder at, be amazed",to stand still in amazement,,,תמה,tmh,verb peal,"to wonder at, be amazed | to stand still in amazement"
mytb,"Masekhet: 71036, Page: 027, Side: 1, Line: 30, Word: 1",verb G,,,,,ytb,,,,to sit,to dwell,to settle down,to be inhabited,מיתב,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
l),"Masekhet: 71036, Page: 027, Side: 1, Line: 30, Word: 2",a,,,,,l?,,,,"no, not",,,,לא,l),adverb,"no, not"
mcy,"Masekhet: 71036, Page: 027, Side: 1, Line: 30, Word: 3",A01,,,,,m?y,,,,"able, capable",,,,מצי,mcy,adjective singular absolute or construct,"able, capable"
ytyb;,"Masekhet: 71036, Page: 027, Side: 1, Line: 30, Word: 4",verb G,,,,,ytb,,,,to sit,to dwell,to settle down,to be inhabited,יתיב;,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
try,"Masekhet: 71036, Page: 027, Side: 1, Line: 35, Word: 0",n02,,,,,tryn,,,,two,,,,תרי,try,numeral singular determined,two
mynyhw,"Masekhet: 71036, Page: 027, Side: 1, Line: 35, Word: 1",p02,,,,,mn,,,,from,,,,מיניהו,mn,preposition with pronominal suffix,from
l),"Masekhet: 71036, Page: 027, Side: 1, Line: 35, Word: 2",a,,,,,l?,,,,"no, not",,,,לא,l),adverb,"no, not"
cryky,"Masekhet: 71036, Page: 027, Side: 1, Line: 35, Word: 3",A01,,,,,?ryk,,,,poor; needy,,,,צריכי,cryk,adjective singular absolute or construct,poor; needy
"""$ymwr"";","Masekhet: 71036, Page: 027, Side: 1, Line: 36, Word: 0",No data,,,,,,,,,,,,,שימור;,None,No data,
tn)y,"Masekhet: 71036, Page: 027, Side: 1, Line: 36, Word: 1",noun pl. emphatic,,,,,"tny, tny?, tn?",,,,tanna,,,,תנאי,tn),noun pl. emphatic,tanna
hy);,"Masekhet: 71036, Page: 027, Side: 1, Line: 36, Word: 2",P01,,,,,hy?,,,,she,,,,היא;,hy),preposition independent,she
dl,"Masekhet: 71036, Page: 027, Side: 1, Line: 38, Word: 0",verb D,,,,,dly,,,,"to bring up out, to extract",to lift up,"to hold back, suspend",,דל,dly,verb pael,"to bring up out, to extract | to lift up | to hold back, suspend"
xm$h,"Masekhet: 71036, Page: 027, Side: 1, Line: 39, Word: 0",n01,,,,,?m?,,,,five,,,,חמשה,xm$),numeral singular absolute or construct,five
"""dhr","Masekhet: 71036, Page: 027, Side: 1, Line: 39, Word: 1",No data,,,,,,,,,,,,,דהר,None,No data,
hbyt";,"Masekhet: 71036, Page: 027, Side: 1, Line: 39, Word: 2",No data,,,,,,,,,,,,,הבית;,None,No data,
p$w,"Masekhet: 71036, Page: 027, Side: 1, Line: 39, Word: 3",verb G,,,,,pw?,,,,"to stay back, remain",to be left over,usually with,"‏ :  to move away from something gradually, stop",פשו,pw$,verb peal,"to stay back, remain | to be left over | usually with | ‏ :  to move away from something gradually, stop"
lhw,"Masekhet: 71036, Page: 027, Side: 1, Line: 39, Word: 4",p,,,,,l_,,,,"to, for",,,,להו,l_,preposition,"to, for"
tmny),"Masekhet: 71036, Page: 027, Side: 1, Line: 39, Word: 5",n02,,,,,tmny,,,,eight,,,,תמניא,tmny),numeral singular determined,eight
"""d(zr'"";","Masekhet: 71036, Page: 027, Side: 1, Line: 39, Word: 6",No data,,,,,,,,,,,,,דעזר';,None,No data,
)lm',"Masekhet: 71036, Page: 027, Side: 1, Line: 39, Word: 7",c,,,,,"?l m?, ?l mn?, ?m?y",,,,why?,,,,אלמ',)lm),conjunction,why?
)yk),"Masekhet: 71036, Page: 027, Side: 1, Line: 40, Word: 0",a,,,,,?yk?,,,,there is here,,,,איכא,)yk),adverb,there is here
tn),"Masekhet: 71036, Page: 027, Side: 1, Line: 40, Word: 1",noun sg. emphatic,,,,,"tny, tny?, tn?",,,,tanna,,,,תנא,tn),noun sg. emphatic,tanna
d)';,"Masekhet: 71036, Page: 027, Side: 1, Line: 40, Word: 2",c,verb G,,,,dy,?mr,,,to say,to command,to think,idiomatic and special usages:,דא';,)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
tmny),"Masekhet: 71036, Page: 027, Side: 1, Line: 40, Word: 3",n02,,,,,tmny,,,,eight,,,,תמניא,tmny),numeral singular determined,eight
hww;,"Masekhet: 71036, Page: 027, Side: 1, Line: 40, Word: 4",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוו;,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
w)yk),"Masekhet: 71036, Page: 027, Side: 1, Line: 41, Word: 0",c,a,,,,w_,?yk?,,,"and, also",there is here,,,ואיכא,)yk),conjunction | adverb,"and, also | there is here"
tn),"Masekhet: 71036, Page: 027, Side: 1, Line: 41, Word: 1",noun sg. emphatic,,,,,"tny, tny?, tn?",,,,tanna,,,,תנא,tn),noun sg. emphatic,tanna
d)';,"Masekhet: 71036, Page: 027, Side: 1, Line: 41, Word: 2",c,verb G,,,,dy,?mr,,,to say,to command,to think,idiomatic and special usages:,דא';,)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
xm$h,"Masekhet: 71036, Page: 027, Side: 1, Line: 41, Word: 3",n01,,,,,?m?,,,,five,,,,חמשה,xm$),numeral singular absolute or construct,five
hww;,"Masekhet: 71036, Page: 027, Side: 1, Line: 41, Word: 4",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוו;,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
)yydy,"Masekhet: 71036, Page: 027, Side: 1, Line: 45, Word: 0",c,,,,,?yydy,,,,"because, since",,,,איידי,)yydy,conjunction,"because, since"
"""hw)","Masekhet: 71036, Page: 027, Side: 1, Line: 45, Word: 1",No data,,,,,,,,,,,,,הוא,None,No data,
hdyN","Masekhet: 71036, Page: 027, Side: 1, Line: 45, Word: 2",No data,,,,,,,,,,,,,הדין,None,No data,
d)pylw,"Masekhet: 71036, Page: 027, Side: 1, Line: 45, Word: 3",c,c,,,,dy,?pylw,,,"who,which (relative)","even if , even",,,דאפילו,)plw,conjunction | conjunction,"who,which (relative) | even if , even"
"""hylwK""","Masekhet: 71036, Page: 027, Side: 1, Line: 45, Word: 4",No data,,,,,,,,,,,,,הילוך,None,No data,
nmy,"Masekhet: 71036, Page: 027, Side: 1, Line: 45, Word: 5",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
l),"Masekhet: 71036, Page: 027, Side: 1, Line: 45, Word: 6",a,,,,,l?,,,,"no, not",,,,לא,l),adverb,"no, not"
xz)y;,"Masekhet: 71036, Page: 027, Side: 1, Line: 45, Word: 7",verb G,,,,,?zy,,,,to see,(,") to understand, to realize",to visit,חזאי;,xzy,verb peal,"to see | ( | ) to understand, to realize | to visit"
dqtny,"Masekhet: 71036, Page: 027, Side: 1, Line: 45, Word: 8",c,verb G,,,,dy,tny,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,דקתני,tny,conjunction | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""l)""","Masekhet: 71036, Page: 027, Side: 1, Line: 45, Word: 9",No data,,,,,,,,,,,,,לא,None,No data,
"""hyw","Masekhet: 71036, Page: 027, Side: 1, Line: 46, Word: 0",No data,,,,,,,,,,,,,היו,None,No data,
y$ynyN","Masekhet: 71036, Page: 027, Side: 1, Line: 46, Word: 1",No data,,,,,,,,,,,,,ישינין,None,No data,
m$wM,"Masekhet: 71036, Page: 027, Side: 1, Line: 46, Word: 2",c,,,,,m?wm,,,,"because, since",,,,משום,m$wm,conjunction,"because, since"
db(y,"Masekhet: 71036, Page: 027, Side: 1, Line: 46, Word: 3",c,verb G,,,,dy,b?y,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,דבעי,b(y,conjunction | verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
lmytn),"Masekhet: 71036, Page: 027, Side: 1, Line: 46, Word: 4",p02,verb G,,,,l_,tny,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,למיתנא,tny,preposition with pronominal suffix | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
syp';,"Masekhet: 71036, Page: 027, Side: 1, Line: 46, Word: 5",noun sg. emphatic,,,,,"syp, syp?",,,,end,,,,סיפ';,syp),noun sg. emphatic,end
$'m;,"Masekhet: 71036, Page: 027, Side: 1, Line: 51, Word: 0",verb G,,,,,?m?,,,,to hear (w. d.o. or,) something,to listen,,ש'מ;,$m(,verb peal,to hear (w. d.o. or | ) something | to listen
tpyly,"Masekhet: 71036, Page: 027, Side: 1, Line: 51, Word: 1",noun pl. emphatic,,,,,"tpylh, tplt?",,,,phylactery,,,,תפילי,tpyly,noun pl. emphatic,phylactery
"""mN","Masekhet: 71036, Page: 027, Side: 1, Line: 52, Word: 0",No data,,,,,,,,,,,,,מן,None,No data,
hcd","Masekhet: 71036, Page: 027, Side: 1, Line: 52, Word: 1",No data,,,,,,,,,,,,,הצד,None,No data,
$ryyN;,"Masekhet: 71036, Page: 027, Side: 1, Line: 52, Word: 2",A03,,,,,?ry,,,,"free, unrestrained",,,,שריין;,$ry,adjective plural absolute,"free, unrestrained"
wl),"Masekhet: 71036, Page: 027, Side: 1, Line: 52, Word: 3",c,a,,,,w_,l?,,,"and, also","no, not",,,ולא,l),conjunction | adverb,"and, also | no, not"
xyy$yn',"Masekhet: 71036, Page: 027, Side: 1, Line: 52, Word: 4",verb G,,,,,???,,,,"to sense, to feel","to suffer, be ill",to care about,,חיישינ',x$$,verb peal,"to sense, to feel | to suffer, be ill | to care about"
dyl',"Masekhet: 71036, Page: 027, Side: 1, Line: 52, Word: 5",c,,,,,dlmh,,,,"lest, perhaps",,,,דיל',dylm),conjunction,"lest, perhaps"
m?y?gn?dr?,"Masekhet: 71036, Page: 027, Side: 1, Line: 52, Word: 6",verb quad T,,,,,gndr,,,,to roll something,,,,מיגנדר,gndr,verb quad T,to roll something
wnpyl,"Masekhet: 71036, Page: 027, Side: 1, Line: 53, Word: 0",c,verb G,,,,w_,npl,,,to fall,"to befall, occur",:,:,ונפיל,npl,conjunction | verb peal,"to fall | to befall, occur | : | :"
(lyhw;,"Masekhet: 71036, Page: 027, Side: 1, Line: 53, Word: 1",p02,,,,,?l,,,,upon; against; to,,,,עליהו;,(l,preposition with pronominal suffix,upon; against; to
hky,"Masekhet: 71036, Page: 027, Side: 1, Line: 53, Word: 2",X,,,,,"hkyn, ?kyn",,,,"so, thus",,,,הכי,hky,X,"so, thus"
nmy,"Masekhet: 71036, Page: 027, Side: 1, Line: 53, Word: 3",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
mstbr),"Masekhet: 71036, Page: 027, Side: 1, Line: 53, Word: 4",verb Gt,,,,,sbr,,,,"to be reasonable, seem to be the case",to be considered,to have hope for,,מסתברא,sbr,verb ethpeel,"to be reasonable, seem to be the case | to be considered | to have hope for"
"""dkngd","Masekhet: 71036, Page: 027, Side: 1, Line: 53, Word: 5",No data,,,,,,,,,,,,,דכנגד,None,No data,
r)$yhN";,"Masekhet: 71036, Page: 027, Side: 1, Line: 53, Word: 6",No data,,,,,,,,,,,,,ראשיהן;,None,No data,
wky,"Masekhet: 71036, Page: 027, Side: 2, Line: 04, Word: 0",c,c,,,,w_,ky,,,"and, also",when,,,וכי,ky,conjunction | conjunction,"and, also | when"
tym';,"Masekhet: 71036, Page: 027, Side: 2, Line: 04, Word: 1",verb G,,,,,?mr,,,,to say,to command,to think,idiomatic and special usages:,תימ';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
"""kl)yM","Masekhet: 71036, Page: 027, Side: 2, Line: 04, Word: 2",No data,,,,,,,,,,,,,כלאים,None,No data,
blby$),"Masekhet: 71036, Page: 027, Side: 2, Line: 04, Word: 3",No data,,,,,,,,,,,,,בלבישא,None,No data,
wh(l)h","Masekhet: 71036, Page: 027, Side: 2, Line: 04, Word: 4",No data,,,,,,,,,,,,,והעלאה,None,No data,
hw),"Masekhet: 71036, Page: 027, Side: 2, Line: 04, Word: 5",P01,,,,,hw?,,,,he,,,,הוא,hw),preposition independent,he
?d)syr?;,"Masekhet: 71036, Page: 027, Side: 2, Line: 04, Word: 6",c,A01,,,,dy,?syr,,,"who,which (relative)",captured; forbidden,,,דאסיר;,)syr,conjunction | adjective singular absolute or construct,"who,which (relative) | captured; forbidden"
)bl,"Masekhet: 71036, Page: 027, Side: 2, Line: 05, Word: 0",No data,,,,,,,,,,,,,אבל,None,No data,
mymK,"Masekhet: 71036, Page: 027, Side: 2, Line: 05, Word: 1",noun pl. emphatic,,,,,"myyn, my?",,,,water,,,,מימך,my),noun pl. emphatic,water
twtyh,"Masekhet: 71036, Page: 027, Side: 2, Line: 05, Word: 2",p,,,,,"t?wt, t?yt, t?t",,,,under; instead of,,,,תותיה,twty,preposition,under; instead of
$ry;,"Masekhet: 71036, Page: 027, Side: 2, Line: 05, Word: 3",A01,,,,,?ry,,,,"free, unrestrained",,,,שרי;,$ry,adjective singular absolute or construct,"free, unrestrained"
wky,"Masekhet: 71036, Page: 027, Side: 2, Line: 08, Word: 0",c,c,,,,w_,ky,,,"and, also",when,,,וכי,ky,conjunction | conjunction,"and, also | when"
tym',"Masekhet: 71036, Page: 027, Side: 2, Line: 08, Word: 1",verb G,,,,,?mr,,,,to say,to command,to think,idiomatic and special usages:,תימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
dmpsyq,"Masekhet: 71036, Page: 027, Side: 2, Line: 08, Word: 2",c,verb C,,,,dy,psq,,,"to divide, to sever","to interrupt, make stop",to bestow,,דמפסיק,psq,conjunction | verb (h)aphel,"to divide, to sever | to interrupt, make stop | to bestow"
mydy,"Masekhet: 71036, Page: 027, Side: 2, Line: 08, Word: 3",R,,,,,"md?m, mdm, mydy",,,,something,,,,מידי,mydy,R,something
?byny? wb?y?n?y?;,"Masekhet: 71036, Page: 027, Side: 2, Line: 08, Word: 4",a,,,,,byny byny,,,,in the meantime; in the middle,,,,ביני וביני;,byny@byny,adverb,in the meantime; in the middle
m$wM,"Masekhet: 71036, Page: 027, Side: 2, Line: 10, Word: 0",p01,,,,,m?wm,,,,because of,,,,משום,m$wm,preposition independent,because of
qhl),"Masekhet: 71036, Page: 027, Side: 2, Line: 10, Word: 1",noun sg. emphatic,,,,,"qhl, qhl?",,,,"congregation, community",,,,קהלא,qhl),noun sg. emphatic,"congregation, community"
q?dy?$?)?,"Masekhet: 71036, Page: 027, Side: 2, Line: 10, Word: 2",A02,,,,,qdy?,,,,holy,,,,קדישא,qdy$,adjective singular determined,holy
"""$byrw$lyM"";","Masekhet: 71036, Page: 027, Side: 2, Line: 10, Word: 3",No data,,,,,,,,,,,,,שבירושלים;,None,No data,
h)y,"Masekhet: 71036, Page: 027, Side: 2, Line: 15, Word: 0",P01,,,,,h?y,,,,this,,,,האי,h)y,preposition independent,this
nmT),"Masekhet: 71036, Page: 027, Side: 2, Line: 15, Word: 1",noun sg. emphatic,,,,,"nm?, nm??",,,,felt cloth,,,,נמטא,nmT),noun sg. emphatic,felt cloth
gmd),"Masekhet: 71036, Page: 027, Side: 2, Line: 15, Word: 2",A02,,,,,gmd,,,,shrunk,,,,גמדא,gmd,adjective singular determined,shrunk
dnr$,"Masekhet: 71036, Page: 027, Side: 2, Line: 15, Word: 3",p,,,,,dy,,,,"of, genitive particle",,,,דנרש,d_,preposition,"of, genitive particle"
$ry);,"Masekhet: 71036, Page: 027, Side: 2, Line: 15, Word: 4",A01,,,,,?ry,,,,"free, unrestrained",,,,שריא;,$ry,adjective singular absolute or construct,"free, unrestrained"
rb,"Masekhet: 71036, Page: 027, Side: 2, Line: 27, Word: 0",noun sg. emphatic,,,,,"rb, rb?",,,,chief; teacher,,,,רב,rb,noun sg. emphatic,chief; teacher
spr),"Masekhet: 71036, Page: 027, Side: 2, Line: 27, Word: 1",No data,,,,,,,,,,,,,ספרא,None,No data,
hwh,"Masekhet: 71036, Page: 027, Side: 2, Line: 27, Word: 2",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
ytyb,"Masekhet: 71036, Page: 027, Side: 2, Line: 27, Word: 3",verb G,,,,,ytb,,,,to sit,to dwell,to settle down,to be inhabited,יתיב,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
"""bbyt","Masekhet: 71036, Page: 027, Side: 2, Line: 27, Word: 4",No data,,,,,,,,,,,,,בבית,None,No data,
hks)";,"Masekhet: 71036, Page: 027, Side: 2, Line: 27, Word: 5",No data,,,,,,,,,,,,,הכסא;,None,No data,
)t),"Masekhet: 71036, Page: 027, Side: 2, Line: 27, Word: 6",verb G,,,,,?ty,,,,to come,to occur; w.,: to befall,to be fitting,אתא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
r',"Masekhet: 71036, Page: 027, Side: 2, Line: 27, Word: 7",No data,,,,,,,,,,,,,ר',None,No data,
)b),"Masekhet: 71036, Page: 027, Side: 2, Line: 27, Word: 8",No data,,,,,,,,,,,,,אבא,None,No data,
nxr,"Masekhet: 71036, Page: 027, Side: 2, Line: 28, Word: 0",verb G,,,,,n?r,,,,to pant,"to snore, snort",to rebuke,,נחר,nxr#2,verb peal,"to pant | to snore, snort | to rebuke"
lyh;,"Masekhet: 71036, Page: 027, Side: 2, Line: 28, Word: 1",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
)'l;,"Masekhet: 71036, Page: 027, Side: 2, Line: 28, Word: 2",verb G,,,,,?mr,,,,to say,to command,to think,idiomatic and special usages:,א'ל;,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
ly?(?wl,"Masekhet: 71036, Page: 027, Side: 2, Line: 28, Word: 3",verb G,,,,,?ll,,,,to enter,w.,:  to have sexual relations with,"+ in years, days : to be advanced in age",ליעול,(ll,verb peal,"to enter | w. | :  to have sexual relations with | + in years, days : to be advanced in age"
mr;,"Masekhet: 71036, Page: 027, Side: 2, Line: 28, Word: 4",noun sg. emphatic,,,,,"mr, mr?, m?r?",,,,a type of spade,,,,מר;,mr,noun sg. emphatic,a type of spade
^)'l^;,"Masekhet: 71036, Page: 027, Side: 2, Line: 28, Word: 5",verb G,,,,,?mr,,,,to say,to command,to think,idiomatic and special usages:,א'ל;,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
(d,"Masekhet: 71036, Page: 027, Side: 2, Line: 29, Word: 0",p01,,,,,?d,,,,until,,,,עד,(d,preposition independent,until
k)N,"Masekhet: 71036, Page: 027, Side: 2, Line: 29, Word: 1",a,,,,,k?n,,,,here,,,,כאן,k)n,adverb,here
l),"Masekhet: 71036, Page: 027, Side: 2, Line: 29, Word: 2",a,,,,,l?,,,,"no, not",,,,לא,l),adverb,"no, not"
slqt,"Masekhet: 71036, Page: 027, Side: 2, Line: 29, Word: 3",verb G,,,,,slq,,,,to go up,to result,to travel,idioms:,סלקת,slq,verb peal,to go up | to result | to travel | idioms:
"""l$(yr"";","Masekhet: 71036, Page: 027, Side: 2, Line: 29, Word: 4",No data,,,,,,,,,,,,,לשעיר;,None,No data,
gmrt,"Masekhet: 71036, Page: 027, Side: 2, Line: 29, Word: 5",verb G,,,,,gmr,,,,trans.,intrans.,,,גמרת,gmr,verb peal,trans. | intrans.
myly,"Masekhet: 71036, Page: 027, Side: 2, Line: 29, Word: 6",noun pl. emphatic,,,,,"mlh, mlt?",,,,"word, speech; thing",,,,מילי,mylt),noun pl. emphatic,"word, speech; thing"
"""d$(yr"";","Masekhet: 71036, Page: 027, Side: 2, Line: 30, Word: 0",No data,,,,,,,,,,,,,דשעיר;,None,No data,
l)w,"Masekhet: 71036, Page: 027, Side: 2, Line: 30, Word: 1",a,,,,,"l?w, lw",,,,"not, it is not",,,,לאו,l)w,adverb,"not, it is not"
hky,"Masekhet: 71036, Page: 027, Side: 2, Line: 30, Word: 2",X,,,,,"hkyn, ?kyn",,,,"so, thus",,,,הכי,hky,X,"so, thus"
tnN,"Masekhet: 71036, Page: 027, Side: 2, Line: 30, Word: 3",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תנן,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
..;,"Masekhet: 71036, Page: 027, Side: 2, Line: 30, Word: 4",No data,,,,,,,,,,,,,;,None,No data,
lmymr),"Masekhet: 71036, Page: 027, Side: 2, Line: 31, Word: 0",p02,verb G,,,,l_,?mr,,,to say,to command,to think,idiomatic and special usages:,למימרא,)mr,preposition with pronominal suffix | verb peal,to say | to command | to think | idiomatic and special usages:
dl),"Masekhet: 71036, Page: 027, Side: 2, Line: 31, Word: 1",c,a,,,,dy,l?,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
myb(y,"Masekhet: 71036, Page: 027, Side: 2, Line: 31, Word: 2",verb Gt,,,,,b?y,,,,to be sought,"to be necessary, required",to ask one another,,מיבעי,b(y,verb ethpeel,"to be sought | to be necessary, required | to ask one another"
lmyzl;,"Masekhet: 71036, Page: 027, Side: 2, Line: 31, Word: 3",p02,verb G,,,,l_,?zl,,,"to go, move along",to go away,as co-verb : to go ahead and do something,"to be going on, to be happening (colloquial only?)",למיזל;,)zl,preposition with pronominal suffix | verb peal,"to go, move along | to go away | as co-verb : to go ahead and do something | to be going on, to be happening (colloquial only?)"
wrb,"Masekhet: 71036, Page: 027, Side: 2, Line: 32, Word: 0",c,noun sg. emphatic,,,,w_,"rb, rb?",,,"and, also",chief; teacher,,,ורב,rb,conjunction | noun sg. emphatic,"and, also | chief; teacher"
spr),"Masekhet: 71036, Page: 027, Side: 2, Line: 32, Word: 1",No data,,,,,,,,,,,,,ספרא,None,No data,
sbr,"Masekhet: 71036, Page: 027, Side: 2, Line: 32, Word: 2",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,סבר,sbr,verb peal,to have thoughts | idioms:
dyl',"Masekhet: 71036, Page: 027, Side: 2, Line: 32, Word: 3",c,,,,,dlmh,,,,"lest, perhaps",,,,דיל',dylm),conjunction,"lest, perhaps"
ms^t^kN;,"Masekhet: 71036, Page: 027, Side: 2, Line: 32, Word: 4",verb Dt,,,,,skn,,,,to be in mortal danger,to endanger oneself,,,מסתכן;,skn,verb ethpaal,to be in mortal danger | to endanger oneself
)'l,"Masekhet: 71036, Page: 027, Side: 2, Line: 35, Word: 0",verb G,,,,,?mr,,,,to say,to command,to think,idiomatic and special usages:,א'ל,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
rb,"Masekhet: 71036, Page: 027, Side: 2, Line: 35, Word: 1",noun sg. emphatic,,,,,"rb, rb?",,,,chief; teacher,,,,רב,rb,noun sg. emphatic,chief; teacher
lr',"Masekhet: 71036, Page: 027, Side: 2, Line: 35, Word: 2",No data,,,,,,,,,,,,,לר',None,No data,
