text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
dqr),"Masekhet: 71034, Page: 002, Side: 2, Line: 57, Word: 11",p,noun sg. emphatic,,,,dy,"qry, qryˀ",,,"of, genitive particle",crying; reading,,,דקרא,qr),preposition | noun sg. emphatic,"of, genitive particle | crying; reading"
m)y,"Masekhet: 71034, Page: 002, Side: 2, Line: 57, Word: 12",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
(bdy,"Masekhet: 71034, Page: 002, Side: 2, Line: 57, Word: 13",verb G,,,,,ˁbd,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,עבדי,(bd,verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
lyh;,"Masekhet: 71034, Page: 002, Side: 2, Line: 57, Word: 14",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
lr',"Masekhet: 71034, Page: 003, Side: 1, Line: 10, Word: 0",No data,,,,,,,,,,,,,לר',None,No data,
ycxq,"Masekhet: 71034, Page: 003, Side: 1, Line: 10, Word: 1",No data,,,,,,,,,,,,,יצחק,None,No data,
kd)yt,"Masekhet: 71034, Page: 003, Side: 1, Line: 10, Word: 2",p,,,,,"kd_, ky d_",,,,according to,,,,כדאית,kd_,preposition,according to
lyh;,"Masekhet: 71034, Page: 003, Side: 1, Line: 10, Word: 3",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
lrbnN,"Masekhet: 71034, Page: 003, Side: 1, Line: 11, Word: 0",p03,N,,,,l_,"rbn, rbnˀ",,,"to, for","lord, master",,,לרבנן,rbnn,preposition proclitic | noun,"to, for | lord, master"
myb(y,"Masekhet: 71034, Page: 003, Side: 1, Line: 11, Word: 1",verb Gt,,,,,bˁy,,,,to be sought,"to be necessary, required",to ask one another,,מיבעי,b(y,verb ethpeel,"to be sought | to be necessary, required | to ask one another"
lhw;,"Masekhet: 71034, Page: 003, Side: 1, Line: 11, Word: 2",p,,,,,l_,,,,"to, for",,,,להו;,l_,preposition,"to, for"
lr',"Masekhet: 71034, Page: 003, Side: 1, Line: 12, Word: 0",No data,,,,,,,,,,,,,לר',None,No data,
ycxq,"Masekhet: 71034, Page: 003, Side: 1, Line: 12, Word: 1",No data,,,,,,,,,,,,,יצחק,None,No data,
mpyq,"Masekhet: 71034, Page: 003, Side: 1, Line: 12, Word: 2",verb C,,,,,npq,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,מפיק,npq,verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
lyh;,"Masekhet: 71034, Page: 003, Side: 1, Line: 12, Word: 3",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
dnpq),"Masekhet: 71034, Page: 003, Side: 1, Line: 13, Word: 0",c,verb G,,,,dy,npq,,,"to go out, come out, leave","to turn into, end up differently from how it started","to be spent, i.e. used up, consumed",": similar to, appropriate for",דנפקא,npq,conjunction | verb peal,"to go out, come out, leave | to turn into, end up differently from how it started | to be spent, i.e. used up, consumed | : similar to, appropriate for"
lhwN,"Masekhet: 71034, Page: 003, Side: 1, Line: 14, Word: 0",p02,,,,,l_,,,,"to, for",,,,להון,l_,preposition with pronominal suffix,"to, for"
mN,"Masekhet: 71034, Page: 003, Side: 1, Line: 14, Word: 1",p01,,,,,mn,,,,from,,,,מן,mn,preposition independent,from
""")xwtw""","Masekhet: 71034, Page: 003, Side: 1, Line: 14, Word: 2",No data,,,,,,,,,,,,,אחותו,None,No data,
dry$);,"Masekhet: 71034, Page: 003, Side: 1, Line: 14, Word: 3",p,noun sg. emphatic,,,,dy,"ryš, ryšˀ",,,"of, genitive particle",head; top; chief,,,דרישא;,ry$),preposition | noun sg. emphatic,"of, genitive particle | head; top; chief"
qsbr,"Masekhet: 71034, Page: 003, Side: 1, Line: 14, Word: 4",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,קסבר,sbr,verb peal,to have thoughts | idioms:
r',"Masekhet: 71034, Page: 003, Side: 1, Line: 14, Word: 5",No data,,,,,,,,,,,,,ר',None,No data,
ycxq;,"Masekhet: 71034, Page: 003, Side: 1, Line: 14, Word: 6",No data,,,,,,,,,,,,,יצחק;,None,No data,
""")xtw""","Masekhet: 71034, Page: 003, Side: 1, Line: 14, Word: 7",No data,,,,,,,,,,,,,אחתו,None,No data,
dry$),"Masekhet: 71034, Page: 003, Side: 1, Line: 15, Word: 0",p,noun sg. emphatic,,,,dy,"ryš, ryšˀ",,,"of, genitive particle",head; top; chief,,,דרישא,ry$),preposition | noun sg. emphatic,"of, genitive particle | head; top; chief"
)wrxyh,"Masekhet: 71034, Page: 003, Side: 1, Line: 15, Word: 1",noun sg. emphatic,,,,,"ˀwrḥ, ˀwrḥˀ",,,,"way, road",,,,אורחיה,)wrx),noun sg. emphatic,"way, road"
dqr),"Masekhet: 71034, Page: 003, Side: 1, Line: 15, Word: 2",p,noun sg. emphatic,,,,dy,"qry, qryˀ",,,"of, genitive particle",crying; reading,,,דקרא,qr),preposition | noun sg. emphatic,"of, genitive particle | crying; reading"
hw);,"Masekhet: 71034, Page: 003, Side: 1, Line: 15, Word: 3",P01,,,,,hwˀ,,,,he,,,,הוא;,hw),preposition independent,he
wmpyq,"Masekhet: 71034, Page: 003, Side: 1, Line: 15, Word: 4",c,verb C,,,,w_,npq,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,ומפיק,npq,conjunction | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""lxlq""","Masekhet: 71034, Page: 003, Side: 1, Line: 15, Word: 5",No data,,,,,,,,,,,,,לחלק,None,No data,
"""m)xtw""","Masekhet: 71034, Page: 003, Side: 1, Line: 16, Word: 0",No data,,,,,,,,,,,,,מאחתו,None,No data,
dsypyh,"Masekhet: 71034, Page: 003, Side: 1, Line: 16, Word: 1",p,noun sg. emphatic,,,,dy,"syp, sypˀ",,,"of, genitive particle",end,,,דסיפיה,syp),preposition | noun sg. emphatic,"of, genitive particle | end"
dqr),"Masekhet: 71034, Page: 003, Side: 1, Line: 16, Word: 2",p,noun sg. emphatic,,,,dy,"qry, qryˀ",,,"of, genitive particle",crying; reading,,,דקרא,qr),preposition | noun sg. emphatic,"of, genitive particle | crying; reading"
..;,"Masekhet: 71034, Page: 003, Side: 1, Line: 16, Word: 3",No data,,,,,,,,,,,,,;,None,No data,
lmh,"Masekhet: 71034, Page: 003, Side: 1, Line: 19, Word: 0",c,,,,,lmh,,,,why?,,,,למה,lmh,conjunction,why?
ly,"Masekhet: 71034, Page: 003, Side: 1, Line: 19, Word: 1",p02,,,,,l_,,,,"to, for",,,,לי,l_,preposition with pronominal suffix,"to, for"
dtny,"Masekhet: 71034, Page: 003, Side: 1, Line: 19, Word: 2",c,verb G,,,,dy,tny,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,דתני,tny,conjunction | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""hmpTM","Masekhet: 71034, Page: 003, Side: 1, Line: 20, Word: 0",No data,,,,,,,,,,,,,המפטם,None,No data,
)t,"Masekhet: 71034, Page: 003, Side: 1, Line: 20, Word: 1",No data,,,,,,,,,,,,,את,None,No data,
"hqTrt""","Masekhet: 71034, Page: 003, Side: 1, Line: 20, Word: 2",No data,,,,,,,,,,,,,הקטרת,None,No data,
bmyc();,"Masekhet: 71034, Page: 003, Side: 1, Line: 20, Word: 3",p02,a,,,,b_,"bmṣˁh, bmṣˁyn",,,"in, with",in the middle,,,במיצעא;,bmyc(y,preposition with pronominal suffix | adverb,"in, with | in the middle"
l)w,"Masekhet: 71034, Page: 003, Side: 1, Line: 20, Word: 4",a,,,,,"lˀw, lw",,,,"not, it is not",,,,לאו,l)w,adverb,"not, it is not"
h),"Masekhet: 71034, Page: 003, Side: 1, Line: 20, Word: 5",P,,,,,hˀ,,,,this (f.),,,,הא,h),P,this (f.)
qm'l;,"Masekhet: 71034, Page: 003, Side: 1, Line: 20, Word: 6",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,קמ'ל;,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
wky,"Masekhet: 71034, Page: 003, Side: 1, Line: 23, Word: 0",c,c,,,,w_,ky,,,"and, also",when,,,וכי,ky,conjunction | conjunction,"and, also | when"
tym',"Masekhet: 71034, Page: 003, Side: 1, Line: 23, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,תימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
dqb(y,"Masekhet: 71034, Page: 003, Side: 1, Line: 24, Word: 0",c,verb G,,,,dy,bˁy,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,דקבעי,b(y,conjunction | verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
lmytn),"Masekhet: 71034, Page: 003, Side: 1, Line: 24, Word: 1",p02,verb G,,,,l_,tny,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,למיתנא,tny,preposition with pronominal suffix | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""pyTwmyN""","Masekhet: 71034, Page: 003, Side: 1, Line: 24, Word: 2",No data,,,,,,,,,,,,,פיטומין,None,No data,
bhdy hddy;,"Masekhet: 71034, Page: 003, Side: 1, Line: 24, Word: 3",p01,P,,,,bhdy,"ḥddˀ, hddy",,,"with, while",one another; each other,,,בהדי הדדי;,hddy,preposition independent | P,"with, while | one another; each other"
nytny,"Masekhet: 71034, Page: 003, Side: 1, Line: 24, Word: 4",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,ניתני,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
)ypk);,"Masekhet: 71034, Page: 003, Side: 1, Line: 25, Word: 0",noun sg. emphatic,,,,,ˀypkˀ,,,,"opposite, in an opposite manner",,,,איפכא;,)ypk),noun sg. emphatic,"opposite, in an opposite manner"
)m)y,"Masekhet: 71034, Page: 003, Side: 1, Line: 26, Word: 0",c,,,,,"ˁl mˀ, ˁl mnˀ, ˀmˀy",,,,why?,,,,אמאי,)m)y,conjunction,why?
plgyh,"Masekhet: 71034, Page: 003, Side: 1, Line: 26, Word: 1",verb G,,,,,plg,,,,to divide (trans.),to be in the middle,"to be distinctive, outstanding","to be halved, become divided",פלגיה,plg,verb peal,"to divide (trans.) | to be in the middle | to be distinctive, outstanding | to be halved, become divided"
"""l$mN"";","Masekhet: 71034, Page: 003, Side: 1, Line: 26, Word: 2",No data,,,,,,,,,,,,,לשמן;,None,No data,
qm'l;,"Masekhet: 71034, Page: 003, Side: 1, Line: 27, Word: 0",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,קמ'ל;,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
tn),"Masekhet: 71034, Page: 003, Side: 1, Line: 28, Word: 0",noun sg. emphatic,,,,,"tny, tnyˀ, tnˀ",,,,tanna,,,,תנא,tn),noun sg. emphatic,tanna
m)y,"Masekhet: 71034, Page: 003, Side: 1, Line: 28, Word: 1",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
q),"Masekhet: 71034, Page: 003, Side: 1, Line: 28, Word: 2",a,,,,,qˀ,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
x$yb;,"Masekhet: 71034, Page: 003, Side: 1, Line: 28, Word: 3",verb G,,,,,ḥšb,,,,"to think a thought about, take into account",to regard as after due thought,to calculate,,חשיב;,x$b,verb peal,"to think a thought about, take into account | to regard as after due thought | to calculate"
)y,"Masekhet: 71034, Page: 003, Side: 1, Line: 28, Word: 4",c,,,,,ˀy,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
bgbry,"Masekhet: 71034, Page: 003, Side: 1, Line: 29, Word: 0",p02,noun pl. emphatic,,,,b_,"gbr, gbrˀ",,,"in, with",man,,,בגברי,gbr),preposition with pronominal suffix | noun pl. emphatic,"in, with | man"
dl,"Masekhet: 71034, Page: 003, Side: 1, Line: 29, Word: 1",verb D,,,,,dly,,,,"to bring up out, to extract",to lift up,"to hold back, suspend",,דל,dly,verb pael,"to bring up out, to extract | to lift up | to hold back, suspend"
"""h)$h","Masekhet: 71034, Page: 003, Side: 1, Line: 29, Word: 2",No data,,,,,,,,,,,,,האשה,None,No data,
"hnrb(t"";","Masekhet: 71034, Page: 003, Side: 1, Line: 29, Word: 3",No data,,,,,,,,,,,,,הנרבעת;,None,No data,
bcr),"Masekhet: 71034, Page: 003, Side: 1, Line: 29, Word: 4",verb G,,,,,bṣr,,,,"to become lacking, diminished",to take away away part of a substance,,,בצרא,bcr,verb peal,"to become lacking, diminished | to take away away part of a substance"
lh,"Masekhet: 71034, Page: 003, Side: 1, Line: 29, Word: 5",p02,,,,,l_,,,,"to, for",,,,לה,l_,preposition with pronominal suffix,"to, for"
xd);,"Masekhet: 71034, Page: 003, Side: 1, Line: 29, Word: 6",n01,,,,,ḥd,,,,one,,,,חדא;,xd,numeral singular absolute or construct,one
)y,"Masekhet: 71034, Page: 003, Side: 1, Line: 29, Word: 7",c,,,,,ˀy,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
bn$y,"Masekhet: 71034, Page: 003, Side: 1, Line: 30, Word: 0",p02,noun pl. emphatic,,,,b_,"ˀnth, ˀnttˀ",,,"in, with","woman, wife",,,בנשי,)ytt),preposition with pronominal suffix | noun pl. emphatic,"in, with | woman, wife"
q),"Masekhet: 71034, Page: 003, Side: 1, Line: 30, Word: 1",a,,,,,qˀ,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
x$yb;,"Masekhet: 71034, Page: 003, Side: 1, Line: 30, Word: 2",verb G,,,,,ḥšb,,,,"to think a thought about, take into account",to regard as after due thought,to calculate,,חשיב;,x$b,verb peal,"to think a thought about, take into account | to regard as after due thought | to calculate"
dl,"Masekhet: 71034, Page: 003, Side: 1, Line: 30, Word: 3",verb D,,,,,dly,,,,"to bring up out, to extract",to lift up,"to hold back, suspend",,דל,dly,verb pael,"to bring up out, to extract | to lift up | to hold back, suspend"
mynhwN,"Masekhet: 71034, Page: 003, Side: 1, Line: 30, Word: 4",p02,,,,,mn,,,,from,,,,מינהון,mn,preposition with pronominal suffix,from
"""hb)","Masekhet: 71034, Page: 003, Side: 1, Line: 30, Word: 5",No data,,,,,,,,,,,,,הבא,None,No data,
(l,"Masekhet: 71034, Page: 003, Side: 1, Line: 30, Word: 6",No data,,,,,,,,,,,,,על,None,No data,
hzkwr,"Masekhet: 71034, Page: 003, Side: 1, Line: 30, Word: 7",No data,,,,,,,,,,,,,הזכור,None,No data,
"w(l""","Masekhet: 71034, Page: 003, Side: 1, Line: 30, Word: 8",No data,,,,,,,,,,,,,ועל,None,No data,
"""hbhm'"";","Masekhet: 71034, Page: 003, Side: 1, Line: 31, Word: 0",No data,,,,,,,,,,,,,הבהמ';,None,No data,
wbcrw,"Masekhet: 71034, Page: 003, Side: 1, Line: 31, Word: 1",c,verb G,,,,w_,bṣr,,,"to become lacking, diminished",to take away away part of a substance,,,ובצרו,bcr,conjunction | verb peal,"to become lacking, diminished | to take away away part of a substance"
lhw,"Masekhet: 71034, Page: 003, Side: 1, Line: 31, Word: 2",p,,,,,l_,,,,"to, for",,,,להו,l_,preposition,"to, for"
trty;,"Masekhet: 71034, Page: 003, Side: 1, Line: 31, Word: 3",n02,,,,,tryn,,,,two,,,,תרתי;,try,numeral singular determined,two
gbry,"Masekhet: 71034, Page: 003, Side: 1, Line: 32, Word: 0",noun pl. emphatic,,,,,"gbr, gbrˀ",,,,man,,,,גברי,gbr),noun pl. emphatic,man
qx$yb;,"Masekhet: 71034, Page: 003, Side: 1, Line: 32, Word: 1",verb G,,,,,ḥšb,,,,"to think a thought about, take into account",to regard as after due thought,to calculate,,קחשיב;,x$b,verb peal,"to think a thought about, take into account | to regard as after due thought | to calculate"
lr',"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 0",No data,,,,,,,,,,,,,לר',None,No data,
y$m(',"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 1",No data,,,,,,,,,,,,,ישמע',None,No data,
dmpyq,"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 2",c,verb C,,,,dy,npq,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,דמפיק,npq,conjunction | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
lyh,"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 3",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
mtrty,"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 4",p,n01,,,,mn,tryn,,,from,two,,,מתרתי,try,preposition | numeral singular absolute or construct,from | two
qr)y,"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 5",noun pl. emphatic,,,,,"qry, qryˀ",,,,crying; reading,,,,קראי,qr),noun pl. emphatic,crying; reading
"""xyyb","Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 6",No data,,,,,,,,,,,,,חייב,None,No data,
"$tyyM"";","Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 7",No data,,,,,,,,,,,,,שתיים;,None,No data,
lr',"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 8",No data,,,,,,,,,,,,,לר',None,No data,
(qyb',"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 9",No data,,,,,,,,,,,,,עקיב',None,No data,
dmpyq,"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 10",c,verb C,,,,dy,npq,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,דמפיק,npq,conjunction | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
lyh,"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 11",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
"""mw)t","Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 12",No data,,,,,,,,,,,,,מואת,None,No data,
zkr,"Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 13",No data,,,,,,,,,,,,,זכר,None,No data,
"l)""","Masekhet: 71034, Page: 003, Side: 1, Line: 38, Word: 14",No data,,,,,,,,,,,,,לא,None,No data,
"""t$kb""","Masekhet: 71034, Page: 003, Side: 1, Line: 39, Word: 0",No data,,,,,,,,,,,,,תשכב,None,No data,
qry,"Masekhet: 71034, Page: 003, Side: 1, Line: 39, Word: 1",verb G,,,,,qry,,,,to call,to read,to cry out,"to proclaim, to declare",קרי,qry,verb peal,"to call | to read | to cry out | to proclaim, to declare"
byh;,"Masekhet: 71034, Page: 003, Side: 1, Line: 39, Word: 2",p02,,,,,b_,,,,"in, with",,,,ביה;,b_,preposition with pronominal suffix,"in, with"
"""l)","Masekhet: 71034, Page: 003, Side: 1, Line: 39, Word: 3",No data,,,,,,,,,,,,,לא,None,No data,
"t$kyb"";","Masekhet: 71034, Page: 003, Side: 1, Line: 39, Word: 4",No data,,,,,,,,,,,,,תשכיב;,None,No data,
wtn),"Masekhet: 71034, Page: 003, Side: 1, Line: 46, Word: 0",c,verb G,,,,w_,tny,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,ותנא,tny,conjunction | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""$l$'","Masekhet: 71034, Page: 003, Side: 1, Line: 46, Word: 1",No data,,,,,,,,,,,,,שלש',None,No data,
"krytwt""","Masekhet: 71034, Page: 003, Side: 1, Line: 46, Word: 2",No data,,,,,,,,,,,,,כריתות,None,No data,
lsywmynhw,"Masekhet: 71034, Page: 003, Side: 1, Line: 46, Word: 3",p03,verb D,,,,l_,syym,,,to complete,,,,לסיומינהו,syym,preposition proclitic | verb pael,to complete
"""bkrtwt"";","Masekhet: 71034, Page: 003, Side: 1, Line: 46, Word: 4",No data,,,,,,,,,,,,,בכרתות;,None,No data,
"""psx","Masekhet: 71034, Page: 003, Side: 1, Line: 46, Word: 5",No data,,,,,,,,,,,,,פסח,None,No data,
"wmylh""","Masekhet: 71034, Page: 003, Side: 1, Line: 46, Word: 6",No data,,,,,,,,,,,,,ומילה,None,No data,
)m)y,"Masekhet: 71034, Page: 003, Side: 1, Line: 46, Word: 7",c,,,,,"ˁl mˀ, ˁl mnˀ, ˀmˀy",,,,why?,,,,אמאי,)m)y,conjunction,why?
qtny,"Masekhet: 71034, Page: 003, Side: 1, Line: 46, Word: 8",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,קתני,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
lhw;,"Masekhet: 71034, Page: 003, Side: 1, Line: 46, Word: 9",p,,,,,l_,,,,"to, for",,,,להו;,l_,preposition,"to, for"
)y,"Masekhet: 71034, Page: 003, Side: 1, Line: 47, Word: 0",c,,,,,ˀy,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
tym',"Masekhet: 71034, Page: 003, Side: 1, Line: 47, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,תימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
l)ytwyy,"Masekhet: 71034, Page: 003, Side: 1, Line: 47, Word: 2",p02,verb C,,,,l_,ˀty,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,לאיתויי,)ty,preposition with pronominal suffix | verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
"""qrbN""","Masekhet: 71034, Page: 003, Side: 1, Line: 47, Word: 3",No data,,,,,,,,,,,,,קרבן,None,No data,
(lyhwN;,"Masekhet: 71034, Page: 003, Side: 1, Line: 47, Word: 4",p02,,,,,ˁl,,,,upon; against; to,,,,עליהון;,(l,preposition with pronominal suffix,upon; against; to
my,"Masekhet: 71034, Page: 003, Side: 1, Line: 47, Word: 5",c,,,,,my,,,,interrogative particle,,,,מי,my,conjunction,interrogative particle
myyty;,"Masekhet: 71034, Page: 003, Side: 1, Line: 47, Word: 6",verb C,,,,,ˀty,,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,מייתי;,)ty,verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
tn),"Masekhet: 71034, Page: 003, Side: 1, Line: 49, Word: 0",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תנא,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""$l$yM","Masekhet: 71034, Page: 003, Side: 1, Line: 49, Word: 1",No data,,,,,,,,,,,,,שלשים,None,No data,
w$l$,"Masekhet: 71034, Page: 003, Side: 1, Line: 49, Word: 2",No data,,,,,,,,,,,,,ושלש,None,No data,
"xT)wt""","Masekhet: 71034, Page: 003, Side: 1, Line: 49, Word: 3",No data,,,,,,,,,,,,,חטאות,None,No data,
lm)N,"Masekhet: 71034, Page: 003, Side: 1, Line: 49, Word: 4",p03,P01,,,,l_,mn,,,"to, for",who?,,,למאן,m)n,preposition proclitic | preposition independent,"to, for | who?"
d(bdynwN,"Masekhet: 71034, Page: 003, Side: 1, Line: 49, Word: 5",c,verb G,,,,dy,ˁbd,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,דעבדינון,(bd,conjunction | verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
"""b$wgg"";","Masekhet: 71034, Page: 003, Side: 1, Line: 49, Word: 6",No data,,,,,,,,,,,,,בשוגג;,None,No data,
whdr,"Masekhet: 71034, Page: 003, Side: 1, Line: 49, Word: 7",c,verb G,,,,w_,hdr,,,to return,as co-verb: to do something again,"to go around, surround",to get married,והדר,hdr,conjunction | verb peal,"to return | as co-verb: to do something again | to go around, surround | to get married"
