text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
lmyp$T,"Masekhet: 71034, Page: 012, Side: 1, Line: 07, Word: 3",p03,verb G,,,,l_,pšṭ,,,"to extend, straighten",to stretch out (a body part),"to explain clearly, solve",(intrans.) to expand in extent,למיפשט,p$T,preposition proclitic | verb peal,"to extend, straighten | to stretch out (a body part) | to explain clearly, solve | (intrans.) to expand in extent"
mynh,"Masekhet: 71034, Page: 012, Side: 1, Line: 07, Word: 4",p02,,,,,mn,,,,from,,,,מינה,mn,preposition with pronominal suffix,from
"""lTwm)'"";","Masekhet: 71034, Page: 012, Side: 1, Line: 07, Word: 5",No data,,,,,,,,,,,,,לטומא';,None,No data,
l),"Masekhet: 71034, Page: 012, Side: 1, Line: 09, Word: 0",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
$n),"Masekhet: 71034, Page: 012, Side: 1, Line: 09, Word: 1",verb G,,,,,šny,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
"""Twm)'","Masekhet: 71034, Page: 012, Side: 1, Line: 09, Word: 2",No data,,,,,,,,,,,,,טומא',None,No data,
"xd$h""","Masekhet: 71034, Page: 012, Side: 1, Line: 09, Word: 3",No data,,,,,,,,,,,,,חדשה,None,No data,
wl),"Masekhet: 71034, Page: 012, Side: 1, Line: 10, Word: 0",c,a,,,,w_,lˀ,,,"and, also","no, not",,,ולא,l),conjunction | adverb,"and, also | no, not"
$n),"Masekhet: 71034, Page: 012, Side: 1, Line: 10, Word: 1",verb G,,,,,šny,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
"""Twm)'","Masekhet: 71034, Page: 012, Side: 1, Line: 10, Word: 2",No data,,,,,,,,,,,,,טומא',None,No data,
"y$nh"";","Masekhet: 71034, Page: 012, Side: 1, Line: 10, Word: 3",No data,,,,,,,,,,,,,ישנה;,None,No data,
w)y,"Masekhet: 71034, Page: 012, Side: 1, Line: 10, Word: 4",c,c,,,,w_,ˀy,,,"and, also","if, whether",,,ואי,)y,conjunction | conjunction,"and, also | if, whether"
)mrt;,"Masekhet: 71034, Page: 012, Side: 1, Line: 10, Word: 5",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמרת;,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
T(myyhw,"Masekhet: 71034, Page: 012, Side: 1, Line: 10, Word: 6",noun sg. emphatic,,,,,"ṭˁm, ṭˁmˀ",,,,taste; order,,,,טעמייהו,T(m),noun sg. emphatic,taste; order
drbnN,"Masekhet: 71034, Page: 012, Side: 1, Line: 10, Word: 7",p,N,,,,dy,"rbn, rbnˀ",,,"of, genitive particle","lord, master",,,דרבנן,rbnn,preposition | noun,"of, genitive particle | lord, master"
m$wM,"Masekhet: 71034, Page: 012, Side: 1, Line: 11, Word: 0",p01,,,,,mšwm,,,,because of,,,,משום,m$wm,preposition independent,because of
d)mryn';,"Masekhet: 71034, Page: 012, Side: 1, Line: 11, Word: 1",c,verb G,,,,dy,ˀmr,,,to say,to command,to think,idiomatic and special usages:,דאמרינ';,)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
mygw;,"Masekhet: 71034, Page: 012, Side: 1, Line: 11, Word: 2",noun sg. abs. or construct,,,,,mgw,,,,a type of legal ruling,,,,מיגו;,mygw,noun sg. abs. or construct,a type of legal ruling
h),"Masekhet: 71034, Page: 012, Side: 1, Line: 11, Word: 3",I,,,,,hˀ,,,,here! look!,,,,הא,h),interjection,here! look!
ky,"Masekhet: 71034, Page: 012, Side: 1, Line: 11, Word: 4",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
pTryN,"Masekhet: 71034, Page: 012, Side: 1, Line: 11, Word: 5",verb G,,,,,pṭr,,,,to be separated,to be finished,to release,,פטרין,pTr,verb peal,to be separated | to be finished | to release
lyh,"Masekhet: 71034, Page: 012, Side: 1, Line: 11, Word: 6",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
rbnN,"Masekhet: 71034, Page: 012, Side: 1, Line: 11, Word: 7",N,,,,,"rbn, rbnˀ",,,,"lord, master",,,,רבנן,rbnn,noun,"lord, master"
"""mTwm)h","Masekhet: 71034, Page: 012, Side: 1, Line: 12, Word: 0",No data,,,,,,,,,,,,,מטומאה,None,No data,
y$nh;,"Masekhet: 71034, Page: 012, Side: 1, Line: 12, Word: 1",No data,,,,,,,,,,,,,ישנה;,None,No data,
)bl,"Masekhet: 71034, Page: 012, Side: 1, Line: 12, Word: 2",No data,,,,,,,,,,,,,אבל,None,No data,
Twm)h,"Masekhet: 71034, Page: 012, Side: 1, Line: 12, Word: 3",No data,,,,,,,,,,,,,טומאה,None,No data,
"xd$h""","Masekhet: 71034, Page: 012, Side: 1, Line: 12, Word: 4",No data,,,,,,,,,,,,,חדשה,None,No data,
myxyyb;,"Masekhet: 71034, Page: 012, Side: 1, Line: 12, Word: 5",verb Dt,,,,,ḥwb,,,,"to be obligated, subject to liability",to incur guilt,to be conquered,,מיחייב;,xwb,verb ethpaal,"to be obligated, subject to liability | to incur guilt | to be conquered"
lK,"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 0",p02,,,,,l_,,,,"to, for",,,,לך,l_,preposition with pronominal suffix,"to, for"
dylK,"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 1",P02,,,,,dyl_,,,,(with pronominal suffixes:) independent possessive pronoun,,,,דילך,dyl_,preposition with pronominal suffix,(with pronominal suffixes:) independent possessive pronoun
)wdy,"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 2",verb C,,,,,ydy,,,,to praise,to confess,"to consent, acknowledge",,אודי,ydy,verb (h)aphel,"to praise | to confess | to consent, acknowledge"
lN,"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 3",p02,,,,,l_,,,,"to, for",,,,לן,l_,preposition with pronominal suffix,"to, for"
myh),"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 4",a,,,,,"myhˀ, myht, myḥt",,,,"at least, in any case",,,,מיהא,myh),adverb,"at least, in any case"
hyk),"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 5",a,,,,,"hykˀ, hykn",,,,where,,,,היכא,hyk),adverb,where
d)y,"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 6",c,,,,,ˀy,,,,"if, whether",,,,דאי,)y,conjunction,"if, whether"
b(y,"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 7",verb G,,,,,bˁy,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
)';,"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 8",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,א';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
"""mzyd","Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 9",No data,,,,,,,,,,,,,מזיד,None,No data,
hyyty;,"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 10",No data,,,,,,,,,,,,,הייתי;,None,No data,
"pTwr"";","Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 11",No data,,,,,,,,,,,,,פטור;,None,No data,
dh),"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 12",c,I,,,,dy,hˀ,,,"who,which (relative)",here! look!,,,דהא,h),conjunction | interjection,"who,which (relative) | here! look!"
)yk),"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 13",a,,,,,ˀykˀ,,,,there is here,,,,איכא,)yk),adverb,there is here
lmym',"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 14",p02,verb G,,,,l_,ˀmr,,,to say,to command,to think,idiomatic and special usages:,למימ',)mr,preposition with pronominal suffix | verb peal,to say | to command | to think | idiomatic and special usages:
mygw;,"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 15",noun sg. abs. or construct,,,,,mgw,,,,a type of legal ruling,,,,מיגו;,mygw,noun sg. abs. or construct,a type of legal ruling
whw),"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 16",c,P01,,,,w_,hwˀ,,,"and, also",he,,,והוא,hw),conjunction | preposition independent,"and, also | he"
)',"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 17",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,א',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lhwN;,"Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 18",p02,,,,,l_,,,,"to, for",,,,להון;,l_,preposition with pronominal suffix,"to, for"
"""ql","Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 19",No data,,,,,,,,,,,,,קל,None,No data,
"wmwm'"";","Masekhet: 71034, Page: 012, Side: 1, Line: 23, Word: 20",No data,,,,,,,,,,,,,ומומ';,None,No data,
q),"Masekhet: 71034, Page: 012, Side: 1, Line: 30, Word: 0",a,,,,,qˀ,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
mtrC,"Masekhet: 71034, Page: 012, Side: 1, Line: 30, Word: 1",verb D,,,,,trṣ,,,,"to make straight, straighten out",fig.,to correct,,מתרץ,trc,verb pael,"to make straight, straighten out | fig. | to correct"
dybwryh;,"Masekhet: 71034, Page: 012, Side: 1, Line: 30, Word: 2",noun sg. emphatic,,,,,"dybwr, dybwrˀ",,,,word; eulogy,,,,דיבוריה;,dybwr),noun sg. emphatic,word; eulogy
l),"Masekhet: 71034, Page: 012, Side: 1, Line: 32, Word: 0",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
qmtrC,"Masekhet: 71034, Page: 012, Side: 1, Line: 32, Word: 1",verb D,,,,,trṣ,,,,"to make straight, straighten out",fig.,to correct,,קמתרץ,trc,verb pael,"to make straight, straighten out | fig. | to correct"
dybwryh;,"Masekhet: 71034, Page: 012, Side: 1, Line: 32, Word: 2",noun sg. emphatic,,,,,"dybwr, dybwrˀ",,,,word; eulogy,,,,דיבוריה;,dybwr),noun sg. emphatic,word; eulogy
"""Twm)h","Masekhet: 71034, Page: 012, Side: 2, Line: 03, Word: 0",No data,,,,,,,,,,,,,טומאה,None,No data,
"y$nh""","Masekhet: 71034, Page: 012, Side: 2, Line: 03, Word: 1",No data,,,,,,,,,,,,,ישנה,None,No data,
nmy,"Masekhet: 71034, Page: 012, Side: 2, Line: 03, Word: 2",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
mytryC,"Masekhet: 71034, Page: 012, Side: 2, Line: 03, Word: 3",verb D,,,,,trṣ,,,,"to make straight, straighten out",fig.,to correct,,מיתריץ,trc,verb pael,"to make straight, straighten out | fig. | to correct"
dybwryh,"Masekhet: 71034, Page: 012, Side: 2, Line: 03, Word: 4",noun sg. emphatic,,,,,"dybwr, dybwrˀ",,,,word; eulogy,,,,דיבוריה,dybwr),noun sg. emphatic,word; eulogy
..;,"Masekhet: 71034, Page: 012, Side: 2, Line: 03, Word: 5",No data,,,,,,,,,,,,,;,None,No data,
whw),"Masekhet: 71034, Page: 012, Side: 2, Line: 06, Word: 0",c,P01,,,,w_,hwˀ,,,"and, also",he,,,והוא,hw),conjunction | preposition independent,"and, also | he"
)',"Masekhet: 71034, Page: 012, Side: 2, Line: 06, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,א',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lhwN;,"Masekhet: 71034, Page: 012, Side: 2, Line: 06, Word: 2",p02,,,,,l_,,,,"to, for",,,,להון;,l_,preposition with pronominal suffix,"to, for"
"""l)","Masekhet: 71034, Page: 012, Side: 2, Line: 07, Word: 0",No data,,,,,,,,,,,,,לא,None,No data,
"nTm)ty"";","Masekhet: 71034, Page: 012, Side: 2, Line: 07, Word: 1",No data,,,,,,,,,,,,,נטמאתי;,None,No data,
dhk),"Masekhet: 71034, Page: 012, Side: 2, Line: 07, Word: 2",c,a,,,,dy,hkh,,,"who,which (relative)",here,,,דהכא,hk),conjunction | adverb,"who,which (relative) | here"
l),"Masekhet: 71034, Page: 012, Side: 2, Line: 07, Word: 3",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
mtrC,"Masekhet: 71034, Page: 012, Side: 2, Line: 07, Word: 4",verb D,,,,,trṣ,,,,"to make straight, straighten out",fig.,to correct,,מתרץ,trc,verb pael,"to make straight, straighten out | fig. | to correct"
dybwryh;,"Masekhet: 71034, Page: 012, Side: 2, Line: 07, Word: 5",noun sg. emphatic,,,,,"dybwr, dybwrˀ",,,,word; eulogy,,,,דיבוריה;,dybwr),noun sg. emphatic,word; eulogy
dlyk),"Masekhet: 71034, Page: 012, Side: 2, Line: 07, Word: 6",c,a,,,,dy,lykˀ,,,"who,which (relative)",there isn't here,,,דליכא,lyk),conjunction | adverb,"who,which (relative) | there isn't here"
lmymr;,"Masekhet: 71034, Page: 012, Side: 2, Line: 07, Word: 7",p02,verb G,,,,l_,ˀmr,,,to say,to command,to think,idiomatic and special usages:,למימר;,)mr,preposition with pronominal suffix | verb peal,to say | to command | to think | idiomatic and special usages:
ky,"Masekhet: 71034, Page: 012, Side: 2, Line: 09, Word: 0",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
)',"Masekhet: 71034, Page: 012, Side: 2, Line: 09, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,א',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lhwN,"Masekhet: 71034, Page: 012, Side: 2, Line: 09, Word: 2",p02,,,,,l_,,,,"to, for",,,,להון,l_,preposition with pronominal suffix,"to, for"
hky;,"Masekhet: 71034, Page: 012, Side: 2, Line: 09, Word: 3",X,,,,,"hkyn, ˀkyn",,,,"so, thus",,,,הכי;,hky,X,"so, thus"
)ytkx$,"Masekhet: 71034, Page: 012, Side: 2, Line: 10, Word: 0",verb Ct,,,,,kḥš,,,,,,,,איתכחש,kx$,verb ettaphal,
lyh,"Masekhet: 71034, Page: 012, Side: 2, Line: 10, Word: 1",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
dybwryh,"Masekhet: 71034, Page: 012, Side: 2, Line: 10, Word: 2",noun sg. emphatic,,,,,"dybwr, dybwrˀ",,,,word; eulogy,,,,דיבוריה,dybwr),noun sg. emphatic,word; eulogy
qmy,"Masekhet: 71034, Page: 012, Side: 2, Line: 10, Word: 3",p01,,,,,"qwmy, qmy",,,,before,,,,קמי,qmy,preposition independent,before
h),"Masekhet: 71034, Page: 012, Side: 2, Line: 10, Word: 4",P,,,,,hˀ,,,,this (f.),,,,הא,h),P,this (f.)
"""bTwm)t","Masekhet: 71034, Page: 012, Side: 2, Line: 10, Word: 5",No data,,,,,,,,,,,,,בטומאת,None,No data,
"mg(w"";","Masekhet: 71034, Page: 012, Side: 2, Line: 10, Word: 6",No data,,,,,,,,,,,,,מגעו;,None,No data,
)yk),"Masekhet: 71034, Page: 012, Side: 2, Line: 26, Word: 0",a,,,,,ˀykˀ,,,,there is here,,,,איכא,)yk),adverb,there is here
dmq$y,"Masekhet: 71034, Page: 012, Side: 2, Line: 26, Word: 1",c,verb C,,,,dy,qšy,,,"to make hard, to harden",to behave harshly or brazenly,to make difficult,,דמקשי,q$y,conjunction | verb (h)aphel,"to make hard, to harden | to behave harshly or brazenly | to make difficult"
lh,"Masekhet: 71034, Page: 012, Side: 2, Line: 26, Word: 2",p02,,,,,l_,,,,"to, for",,,,לה,l_,preposition with pronominal suffix,"to, for"
hky;,"Masekhet: 71034, Page: 012, Side: 2, Line: 26, Word: 3",X,,,,,"hkyn, ˀkyn",,,,"so, thus",,,,הכי;,hky,X,"so, thus"
mhw,"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 0",c,,,,,mhwˀ,,,,what is it ?,,,,מהו,mhw@d_,conjunction,what is it ?
dtym';,"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,דתימ';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
ky,"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 2",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
)'r,"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 3",No data,,,,,,,,,,,,,א'ר,None,No data,
yhw$';,"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 4",No data,,,,,,,,,,,,,יהוש';,None,No data,
l),"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 5",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
$n),"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 6",verb G,,,,,šny,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
lqwl);,"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 7",p03,noun sg. emphatic,,,,l_,"qwl, qwlˀ",,,"to, for",lenient decision,,,לקולא;,qwl),preposition proclitic | noun sg. emphatic,"to, for | lenient decision"
wl),"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 8",c,a,,,,w_,lˀ,,,"and, also","no, not",,,ולא,l),conjunction | adverb,"and, also | no, not"
$n),"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 9",verb G,,,,,šny,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
lxwmr);,"Masekhet: 71034, Page: 012, Side: 2, Line: 31, Word: 10",p03,noun sg. emphatic,,,,l_,"ḥwmr, ḥwmrˀ",,,"to, for",strictness,,,לחומרא;,xwmr),preposition proclitic | noun sg. emphatic,"to, for | strictness"
q'mlN,"Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 0",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,ק'מלן,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
"""dxyyb"";","Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 1",No data,,,,,,,,,,,,,דחייב;,None,No data,
lxwmr),"Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 2",p03,noun sg. emphatic,,,,l_,"ḥwmr, ḥwmrˀ",,,"to, for",strictness,,,לחומרא,xwmr),preposition proclitic | noun sg. emphatic,"to, for | strictness"
)';,"Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 3",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,א';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lqwl),"Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 4",p03,noun sg. emphatic,,,,l_,"qwl, qwlˀ",,,"to, for",lenient decision,,,לקולא,qwl),preposition proclitic | noun sg. emphatic,"to, for | lenient decision"
l),"Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 5",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
q)';,"Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 6",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,קא';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
)yk',"Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 7",a,,,,,ˀykˀ,,,,there is here,,,,איכ',)yk),adverb,there is here
d)m',"Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 8",c,verb G,,,,dy,ˀmr,,,to say,to command,to think,idiomatic and special usages:,דאמ',)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
(l,"Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 9",p01,,,,,ˁl,,,,upon; against; to,,,,על,(l,preposition independent,upon; against; to
syp);,"Masekhet: 71034, Page: 012, Side: 2, Line: 32, Word: 10",noun sg. emphatic,,,,,"syp, sypˀ",,,,end,,,,סיפא;,syp),noun sg. emphatic,end
mhw,"Masekhet: 71034, Page: 012, Side: 2, Line: 34, Word: 0",c,,,,,mhwˀ,,,,what is it ?,,,,מהו,mhw@d_,conjunction,what is it ?
dtym';,"Masekhet: 71034, Page: 012, Side: 2, Line: 34, Word: 1",c,verb G,,,,dy,ˀmr,,,to say,to command,to think,idiomatic and special usages:,דתימ';,)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
ky,"Masekhet: 71034, Page: 012, Side: 2, Line: 34, Word: 2",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
)',"Masekhet: 71034, Page: 012, Side: 2, Line: 35, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,א',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
r',"Masekhet: 71034, Page: 012, Side: 2, Line: 35, Word: 1",No data,,,,,,,,,,,,,ר',None,No data,
yhw$',"Masekhet: 71034, Page: 012, Side: 2, Line: 35, Word: 2",No data,,,,,,,,,,,,,יהוש',None,No data,
lxwmr);,"Masekhet: 71034, Page: 012, Side: 2, Line: 35, Word: 3",p03,noun sg. emphatic,,,,l_,"ḥwmr, ḥwmrˀ",,,"to, for",strictness,,,לחומרא;,xwmr),preposition proclitic | noun sg. emphatic,"to, for | strictness"
lqwl),"Masekhet: 71034, Page: 012, Side: 2, Line: 35, Word: 4",p03,noun sg. emphatic,,,,l_,"qwl, qwlˀ",,,"to, for",lenient decision,,,לקולא,qwl),preposition proclitic | noun sg. emphatic,"to, for | lenient decision"
l),"Masekhet: 71034, Page: 012, Side: 2, Line: 35, Word: 5",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
q)';,"Masekhet: 71034, Page: 012, Side: 2, Line: 35, Word: 6",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,קא';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
qm'l;,"Masekhet: 71034, Page: 012, Side: 2, Line: 35, Word: 7",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,קמ'ל;,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
)lm',"Masekhet: 71034, Page: 012, Side: 2, Line: 37, Word: 0",c,,,,,"ˁl mˀ, ˁl mnˀ, ˀmˀy",,,,why?,,,,אלמ',)lm),conjunction,why?
l),"Masekhet: 71034, Page: 012, Side: 2, Line: 37, Word: 1",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
$n),"Masekhet: 71034, Page: 012, Side: 2, Line: 37, Word: 2",verb G,,,,,šny,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
lqwl),"Masekhet: 71034, Page: 012, Side: 2, Line: 37, Word: 3",p03,noun sg. emphatic,,,,l_,"qwl, qwlˀ",,,"to, for",lenient decision,,,לקולא,qwl),preposition proclitic | noun sg. emphatic,"to, for | lenient decision"
wl),"Masekhet: 71034, Page: 012, Side: 2, Line: 37, Word: 4",c,a,,,,w_,lˀ,,,"and, also","no, not",,,ולא,l),conjunction | adverb,"and, also | no, not"
$n),"Masekhet: 71034, Page: 012, Side: 2, Line: 37, Word: 5",verb G,,,,,šny,,,,to be different,to go away,,,שנא,$ny,verb peal,to be different | to go away
lxwmr),"Masekhet: 71034, Page: 012, Side: 2, Line: 37, Word: 6",p03,noun sg. emphatic,,,,l_,"ḥwmr, ḥwmrˀ",,,"to, for",strictness,,,לחומרא,xwmr),preposition proclitic | noun sg. emphatic,"to, for | strictness"
"""k)ylw","Masekhet: 71034, Page: 012, Side: 2, Line: 47, Word: 0",No data,,,,,,,,,,,,,כאילו,None,No data,
)wkl,"Masekhet: 71034, Page: 012, Side: 2, Line: 47, Word: 1",No data,,,,,,,,,,,,,אוכל,None,No data,
"qlywt""","Masekhet: 71034, Page: 012, Side: 2, Line: 47, Word: 2",No data,,,,,,,,,,,,,קליות,None,No data,
w)pylw,"Masekhet: 71034, Page: 012, Side: 2, Line: 47, Word: 3",c,c,,,,w_,ˀpylw,,,"and, also","even if , even",,,ואפילו,)plw,conjunction | conjunction,"and, also | even if , even"
kwlyh,"Masekhet: 71034, Page: 012, Side: 2, Line: 47, Word: 4",noun sg. emphatic,,,,,"kl, klˀ",,,,"all, every",,,,כוליה,kl,noun sg. emphatic,"all, every"
ywm);,"Masekhet: 71034, Page: 012, Side: 2, Line: 47, Word: 5",noun sg. emphatic,,,,,"ywm, ywmˀ",,,,day,,,,יומא;,ywm),noun sg. emphatic,day
kywN,"Masekhet: 71034, Page: 012, Side: 2, Line: 48, Word: 0",c,,,,,kywn,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
dm$ykh,"Masekhet: 71034, Page: 012, Side: 2, Line: 48, Word: 1",c,verb G,,,,dy,mšk,,,"to pull, draw out",to attract,,,דמשיכה,m$k,conjunction | verb peal,"to pull, draw out | to attract"
)kyltyh,"Masekhet: 71034, Page: 012, Side: 2, Line: 48, Word: 2",noun sg. emphatic,,,,,"*ˀkylh, ˀkyltˀ",,,,eating; usufruct,,,,אכילתיה,)kylt),noun sg. emphatic,eating; usufruct
myxyyb;,"Masekhet: 71034, Page: 012, Side: 2, Line: 48, Word: 3",verb Dt,,,,,ḥwb,,,,"to be obligated, subject to liability",to incur guilt,to be conquered,,מיחייב;,xwb,verb ethpaal,"to be obligated, subject to liability | to incur guilt | to be conquered"
"""k)ylw","Masekhet: 71034, Page: 012, Side: 2, Line: 50, Word: 0",No data,,,,,,,,,,,,,כאילו,None,No data,
)wkl,"Masekhet: 71034, Page: 012, Side: 2, Line: 50, Word: 1",No data,,,,,,,,,,,,,אוכל,None,No data,
"qlywt""","Masekhet: 71034, Page: 012, Side: 2, Line: 50, Word: 2",No data,,,,,,,,,,,,,קליות,None,No data,
whw),"Masekhet: 71034, Page: 012, Side: 2, Line: 50, Word: 3",c,P01,,,,w_,hwˀ,,,"and, also",he,,,והוא,hw),conjunction | preposition independent,"and, also | he"
l),"Masekhet: 71034, Page: 012, Side: 2, Line: 50, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
)ypsyq,"Masekhet: 71034, Page: 012, Side: 2, Line: 51, Word: 0",verb Gt,,,,,psq,,,,to be cut off,to be defined,to be interposed,,איפסיק,psq,verb ethpeel,to be cut off | to be defined | to be interposed
byny wbyny;,"Masekhet: 71034, Page: 012, Side: 2, Line: 51, Word: 1",a,,,,,byny byny,,,,in the meantime; in the middle,,,,ביני וביני;,byny@byny,adverb,in the meantime; in the middle
)bl,"Masekhet: 71034, Page: 012, Side: 2, Line: 51, Word: 2",No data,,,,,,,,,,,,,אבל,None,No data,
psyq,"Masekhet: 71034, Page: 012, Side: 2, Line: 51, Word: 3",verb G,,,,,psq,,,,to stop,to cut off,"to fix, determine, decree",to recite a verse or portion,פסיק,psq,verb peal,"to stop | to cut off | to fix, determine, decree | to recite a verse or portion"
byny wbyny;,"Masekhet: 71034, Page: 012, Side: 2, Line: 51, Word: 4",a,,,,,byny byny,,,,in the meantime; in the middle,,,,ביני וביני;,byny@byny,adverb,in the meantime; in the middle
)('g,"Masekhet: 71034, Page: 012, Side: 2, Line: 51, Word: 5",c,,,,,ˀp ˁl gb,,,,even though,,,,אע'ג,)p@(l@gb,conjunction,even though
"""dmtxylh","Masekhet: 71034, Page: 012, Side: 2, Line: 51, Word: 6",No data,,,,,,,,,,,,,דמתחילה,None,No data,
w(d,"Masekhet: 71034, Page: 012, Side: 2, Line: 51, Word: 7",No data,,,,,,,,,,,,,ועד,None,No data,
swP,"Masekhet: 71034, Page: 012, Side: 2, Line: 51, Word: 8",No data,,,,,,,,,,,,,סוף,None,No data,
